Date,Time,Home0,Home1,Home2,Home3,Grid,Charge,Discharge,BATTERY,GRID
03/30/2021,16:46:57,140,2090,3380,1920,15440,8400,0,CHARGE,ON
03/30/2021,16:46:58,3810,590,720,2190,12540,550,0,CHARGE,ON
03/30/2021,16:46:59,1470,2510,3060,1610,13160,8930,0,CHARGE,ON
03/30/2021,16:47:00,1970,840,1500,2880,6980,3850,0,CHARGE,ON
03/30/2021,16:47:02,2020,3650,1920,810,21070,4310,0,CHARGE,ON
03/30/2021,16:47:03,360,1160,2090,410,7940,3990,0,CHARGE,ON
03/30/2021,16:47:04,2060,2000,1100,720,18790,3200,0,CHARGE,ON
03/30/2021,16:47:05,830,2000,2970,1800,16860,4980,0,CHARGE,ON
03/30/2021,16:47:06,2790,350,540,770,14820,880,0,CHARGE,ON
03/30/2021,16:47:08,1720,720,1930,2980,9920,4030,0,CHARGE,ON
03/30/2021,16:47:09,2100,2280,1600,1690,17930,3530,0,CHARGE,ON
03/30/2021,16:47:10,2090,590,540,1040,16420,4070,0,CHARGE,ON
03/30/2021,16:47:11,3620,1640,190,2000,10110,1790,0,CHARGE,ON
03/30/2021,16:47:13,1970,2440,330,310,15390,3960,0,CHARGE,ON
03/30/2021,16:47:14,2010,190,510,1690,9490,3970,0,CHARGE,ON
03/30/2021,16:47:15,670,3320,900,860,24730,3700,0,CHARGE,ON
03/30/2021,16:47:16,2750,630,2550,2650,8180,4300,0,CHARGE,ON
03/30/2021,16:47:18,310,2300,3230,1630,15810,4560,0,CHARGE,ON
03/30/2021,16:47:19,2050,370,2100,2750,8520,3750,0,CHARGE,ON
03/30/2021,16:47:20,2150,3790,1590,2020,23850,2790,0,CHARGE,ON
03/30/2021,16:47:21,180,1840,2750,260,16690,9020,0,CHARGE,ON
03/30/2021,16:47:22,1370,2320,1480,1720,16560,2940,0,CHARGE,ON
03/30/2021,16:47:24,2060,2200,2150,1180,13930,4490,0,CHARGE,ON
03/30/2021,16:47:25,1510,1200,2180,3260,11760,3710,0,CHARGE,ON
03/30/2021,16:47:26,3280,2150,600,2160,18140,3250,0,CHARGE,ON
03/30/2021,16:47:27,350,2110,3080,2280,17020,7240,0,CHARGE,ON
03/30/2021,16:47:29,2820,1400,1200,1730,13880,1890,0,CHARGE,ON
03/30/2021,16:47:30,1780,4060,560,770,23630,3240,0,CHARGE,ON
03/30/2021,16:47:31,1550,1500,270,310,11020,3850,0,CHARGE,ON
03/30/2021,16:47:32,1910,2370,240,1250,17690,2420,0,CHARGE,ON
03/30/2021,16:47:33,350,1080,310,1000,15370,5110,0,CHARGE,ON
03/30/2021,16:47:35,1220,1560,130,400,12740,2830,0,CHARGE,ON
03/30/2021,16:47:36,720,1160,2150,670,14140,4440,0,CHARGE,ON
03/30/2021,16:47:37,2830,1290,320,1780,12610,3400,0,CHARGE,ON
03/30/2021,16:47:38,1950,3640,1800,360,22480,3850,0,CHARGE,ON
03/30/2021,16:47:40,1340,1540,2320,2660,13590,4080,0,CHARGE,ON
03/30/2021,16:47:41,3190,1740,420,2270,12480,290,0,CHARGE,ON
03/30/2021,16:47:42,770,1010,3560,2850,15670,7140,0,CHARGE,ON
03/30/2021,16:47:43,120,170,10,50,190,10,0,CHARGE,ON
03/30/2021,16:47:45,170,120,10,50,150,0,0,CHARGE,ON
03/30/2021,16:47:46,90,90,0,50,240,10,0,CHARGE,ON
03/30/2021,16:47:47,80,180,0,10,190,40,0,CHARGE,ON
03/30/2021,16:47:48,50,120,90,10,40,180,0,CHARGE,ON
03/30/2021,16:47:49,50,150,150,0,60,140,0,CHARGE,ON
03/30/2021,16:47:51,40,100,140,0,60,140,0,CHARGE,ON
03/30/2021,16:47:52,40,80,130,0,60,150,0,CHARGE,ON
03/30/2021,16:47:53,0,50,170,100,0,150,0,CHARGE,ON
03/30/2021,16:47:54,0,40,120,120,60,150,0,CHARGE,ON
03/30/2021,16:47:55,0,30,140,120,50,140,0,CHARGE,ON
