Date,Time,Home0 (mW),Home1 (mW),Home2 (mW),Home3 (mW),Grid (mW),Charge (mW),Discharge (mW),BATTERY,GRID,Voltage (mV),Battery (Ah)
04/05/2021,18:18:13,4770,31540,3560,23920,21590,0,25740,16460,DISCHARGE,ON,12176
04/05/2021,18:18:15,6260,31540,6550,3300,25040,0,23970,-1360,DISCHARGE,ON,12128
04/05/2021,18:18:17,4700,31540,4170,20990,25040,0,25700,10660,DISCHARGE,ON,12136
04/05/2021,18:18:19,4330,31540,7410,25920,25040,0,26820,17340,DISCHARGE,ON,12143
04/05/2021,18:18:21,4280,31540,8040,25860,15230,0,18180,36310,DISCHARGE,ON,12112
04/05/2021,18:18:23,1240,16910,6270,27740,15230,0,23960,12970,DISCHARGE,ON,12166
04/05/2021,18:18:25,1830,1630,6690,25060,15230,0,27150,-7170,DISCHARGE,ON,12166
04/05/2021,18:18:27,3870,1630,9540,25520,15230,0,18660,6670,DISCHARGE,ON,12186
04/05/2021,18:18:29,5410,1630,6280,7180,29340,0,22850,-31690,DISCHARGE,ON,12143
04/05/2021,18:18:31,4450,17020,11620,26410,29860,0,23120,6520,DISCHARGE,ON,12191
04/05/2021,18:18:33,3670,17540,10390,27710,21290,0,20210,17810,DISCHARGE,ON,12173
04/05/2021,18:18:35,4840,30930,5240,28050,27100,0,21090,20870,DISCHARGE,ON,12123
04/05/2021,18:18:37,3970,30360,2680,27110,27100,0,20380,16640,DISCHARGE,ON,12135
04/05/2021,18:18:39,3650,810,6440,4770,14000,0,26570,-24900,DISCHARGE,ON,12112
04/05/2021,18:18:41,4150,2820,6540,27210,23050,0,21860,-4190,DISCHARGE,ON,12115
04/05/2021,18:18:44,4300,16990,9200,26930,32080,0,23640,1700,DISCHARGE,ON,12123
04/05/2021,18:18:46,4340,18180,3400,27550,32080,0,21350,40,DISCHARGE,ON,12232
04/05/2021,18:18:48,5760,27920,3000,7300,21060,0,22160,760,DISCHARGE,ON,12101
04/05/2021,18:18:50,3880,2440,7450,30060,23900,0,22550,-2620,DISCHARGE,ON,12171
04/05/2021,18:18:52,2000,2440,5430,3650,25860,0,16730,-29070,DISCHARGE,ON,12127
04/05/2021,18:18:54,3440,2440,6570,24260,25860,0,23210,-12360,DISCHARGE,ON,12142
04/05/2021,18:18:56,2250,2440,3290,26200,31080,0,25910,-22810,DISCHARGE,ON,12162
04/05/2021,18:18:58,2640,2440,4580,2800,31130,0,24150,-42820,DISCHARGE,ON,12137
04/05/2021,18:19:00,3340,19830,4190,28800,32580,0,20170,3410,DISCHARGE,ON,12168
04/05/2021,18:19:02,260,25080,1160,3920,28100,0,24540,-22220,DISCHARGE,ON,12176
04/05/2021,18:19:04,2070,3330,2180,26660,23640,0,15970,-5370,DISCHARGE,ON,12141
04/05/2021,18:19:06,2280,4030,7300,18450,8190,0,16450,7420,DISCHARGE,ON,12167
04/05/2021,18:19:08,2550,20220,4110,25340,8190,0,18730,25300,DISCHARGE,ON,12151
04/05/2021,18:19:10,2000,3520,1380,29350,8190,0,26070,1990,DISCHARGE,ON,12121
04/05/2021,18:19:12,4440,27000,10010,27880,31670,0,25840,11820,DISCHARGE,ON,12215
04/05/2021,18:19:14,2970,1600,5220,24450,18640,0,27520,-11920,DISCHARGE,ON,12128
04/05/2021,18:19:16,5490,3150,9520,28930,18640,0,21030,7420,DISCHARGE,ON,12136
04/05/2021,18:19:18,2250,3960,6040,26590,24880,0,22900,-8940,DISCHARGE,ON,12130
04/05/2021,18:19:21,3930,3920,5070,4520,26830,0,16610,-26000,DISCHARGE,ON,12083
04/05/2021,18:19:23,4150,2680,6390,26020,9740,0,26550,2950,DISCHARGE,ON,12132
04/05/2021,18:19:25,3480,2680,5170,8170,26620,0,21150,-28270,DISCHARGE,ON,12136
04/05/2021,18:19:27,3460,19370,6260,4800,26620,0,25220,-17950,DISCHARGE,ON,12147
04/05/2021,18:19:29,3320,19350,2060,27550,25500,0,21490,5290,DISCHARGE,ON,12165
04/05/2021,18:19:31,1220,27240,6000,3370,32000,0,19840,-14010,DISCHARGE,ON,12173
04/05/2021,18:19:33,870,28660,7090,27580,25060,0,23140,16000,DISCHARGE,ON,12167
04/05/2021,18:19:35,3740,28670,140,11140,10780,0,19580,13330,DISCHARGE,ON,12153
04/05/2021,18:19:37,3430,3390,1280,5400,10110,0,23900,-20510,DISCHARGE,ON,12095
04/05/2021,18:19:39,2040,3390,6440,27250,26830,0,20340,-8050,DISCHARGE,ON,12143
04/05/2021,18:19:41,5930,18930,5930,22710,30950,0,23670,-1120,DISCHARGE,ON,12150
04/05/2021,18:19:43,3690,19480,6580,28060,30110,0,15510,12190,DISCHARGE,ON,12163
04/05/2021,18:19:45,1880,3230,8990,26550,7160,0,20200,13290,DISCHARGE,ON,12206
04/05/2021,18:19:47,2640,4510,3210,19000,22760,0,16350,-9750,DISCHARGE,ON,12108
04/05/2021,18:19:49,5080,4510,7270,26780,22760,0,27690,-6810,DISCHARGE,ON,12136
04/05/2021,18:19:51,4040,27470,11760,26070,22340,0,24960,22040,DISCHARGE,ON,12100
04/05/2021,18:19:53,2370,2960,3640,26410,22250,0,19560,-6430,DISCHARGE,ON,12180
04/05/2021,18:19:55,2980,3490,7460,21150,22250,0,27760,-14930,DISCHARGE,ON,12102
04/05/2021,18:19:58,5480,2700,11020,29070,22250,0,20070,5950,DISCHARGE,ON,12098
04/05/2021,18:20:00,2000,2700,3570,24000,25140,0,24140,-17010,DISCHARGE,ON,12150
04/05/2021,18:20:02,4990,4540,6500,26160,4840,0,15400,21950,DISCHARGE,ON,12133
04/05/2021,18:20:04,4200,1950,2980,27440,4840,0,19570,12160,DISCHARGE,ON,12122
04/05/2021,18:20:06,1980,1950,1640,25700,4840,0,27960,-1530,DISCHARGE,ON,12207
04/05/2021,18:20:08,4470,1950,4540,5820,4840,0,22520,-10580,DISCHARGE,ON,12132
04/05/2021,18:20:10,5880,1950,2680,24150,4840,0,27190,2630,DISCHARGE,ON,12130
04/05/2021,18:20:12,2150,19970,3440,27300,23580,0,23440,5840,DISCHARGE,ON,12192
04/05/2021,18:20:14,5630,16550,3780,22500,23580,0,24630,250,DISCHARGE,ON,12132
04/05/2021,18:20:16,960,29580,120,27320,21520,0,23680,12780,DISCHARGE,ON,12226
04/05/2021,18:20:18,290,29990,5110,26830,23090,0,20490,18640,DISCHARGE,ON,12186
04/05/2021,18:20:20,4220,29990,6270,24310,20670,0,20280,23840,DISCHARGE,ON,12132
04/05/2021,18:20:22,6110,29990,6430,3850,20670,0,25250,460,DISCHARGE,ON,12140
04/05/2021,18:20:24,5560,29990,8190,24580,29790,0,26560,11970,DISCHARGE,ON,12140
04/05/2021,18:20:26,2590,21760,7960,23140,13490,0,25420,16540,DISCHARGE,ON,12123
04/05/2021,18:20:28,2560,27890,4530,27600,22110,0,23950,16520,DISCHARGE,ON,12222
04/05/2021,18:20:30,670,26840,780,26750,7810,0,23040,24190,DISCHARGE,ON,12160
04/05/2021,18:20:32,3490,27750,3290,23550,25040,0,23310,9730,DISCHARGE,ON,12175
04/05/2021,18:20:34,3170,3080,8760,26480,26430,0,19640,-4580,DISCHARGE,ON,12097
04/05/2021,18:20:37,2070,4890,2650,26840,8720,0,14900,12830,DISCHARGE,ON,12155
04/05/2021,18:20:39,4330,4890,5540,27760,8720,0,27760,6040,DISCHARGE,ON,12105
04/05/2021,18:20:41,1750,21530,2870,24920,24080,0,19110,7880,DISCHARGE,ON,12166
04/05/2021,18:20:43,4330,21300,8640,19750,29400,0,23130,1490,DISCHARGE,ON,12107
04/05/2021,18:20:45,330,26100,7810,28740,25460,0,23500,14020,DISCHARGE,ON,12237
04/05/2021,18:20:47,350,24870,4980,2370,29170,0,21040,-17640,DISCHARGE,ON,12152
04/05/2021,18:20:49,4040,24420,3840,27380,26040,0,18100,15540,DISCHARGE,ON,12180
04/05/2021,18:20:51,2300,6800,2570,26730,20050,0,17720,630,DISCHARGE,ON,12082
04/05/2021,18:20:53,4250,3740,2190,18360,22210,0,21110,-14780,DISCHARGE,ON,12138
04/05/2021,18:20:55,1370,3740,5730,27510,23000,0,21120,-5770,DISCHARGE,ON,12138
04/05/2021,18:20:57,6570,21950,4010,27900,23000,0,23120,14310,DISCHARGE,ON,12140
04/05/2021,18:20:59,3800,23010,8360,26840,14120,0,22220,25670,DISCHARGE,ON,12167
04/05/2021,18:21:01,4680,25230,3520,24410,18190,0,15710,23940,DISCHARGE,ON,12133
04/05/2021,18:21:03,3210,22290,4810,17970,20350,0,23310,4620,DISCHARGE,ON,12185
04/05/2021,18:21:05,2290,23770,8120,25310,20350,0,23130,16010,DISCHARGE,ON,12180
04/05/2021,18:21:07,3710,24910,2430,28390,4530,0,19520,35390,DISCHARGE,ON,12162
04/05/2021,18:21:09,2550,22840,6580,26360,4530,0,25640,28160,DISCHARGE,ON,12172
04/05/2021,18:21:11,1770,23310,3030,26680,4530,0,25490,24770,DISCHARGE,ON,12167
04/05/2021,18:21:14,2460,4430,9600,16910,20220,0,19840,-6660,DISCHARGE,ON,12112
04/05/2021,18:21:16,4340,5380,4620,25340,20220,0,20890,-1430,DISCHARGE,ON,12160
04/05/2021,18:21:18,2890,5380,6520,29850,20220,0,24490,-70,DISCHARGE,ON,12138
04/05/2021,18:21:20,5290,5380,8190,27090,20220,0,27610,-1880,DISCHARGE,ON,12132
04/05/2021,18:21:22,5080,4400,6760,24310,22270,0,19780,-1500,DISCHARGE,ON,12136
04/05/2021,18:21:24,3750,5180,5500,28860,24920,0,20880,-2510,DISCHARGE,ON,12176
04/05/2021,18:21:26,4040,7000,2790,21240,28440,0,26730,-20100,DISCHARGE,ON,12088
04/05/2021,18:21:28,3810,7000,9020,28390,24440,0,27000,-3220,DISCHARGE,ON,12151
04/05/2021,18:21:30,2320,7720,4670,28190,24440,0,25420,-6960,DISCHARGE,ON,12175
04/05/2021,18:21:32,2760,30910,2060,5750,24440,0,24590,-7550,DISCHARGE,ON,12146
04/05/2021,18:21:34,3390,26390,3510,28190,24930,0,25680,10870,DISCHARGE,ON,12170
04/05/2021,18:21:36,4110,27610,7730,19490,25640,0,20250,13050,DISCHARGE,ON,12131
04/05/2021,18:21:38,1600,30930,6410,27210,25640,0,19740,20770,DISCHARGE,ON,12128
04/05/2021,18:21:40,2470,29240,6450,25650,25640,0,25980,12190,DISCHARGE,ON,12130
04/05/2021,18:21:42,4300,26610,6660,26020,29270,0,25750,8570,DISCHARGE,ON,12197
04/05/2021,18:21:44,5250,31640,4800,8690,26880,0,22370,1130,DISCHARGE,ON,12141
04/05/2021,18:21:46,1590,25200,9770,27750,30350,0,23590,10370,DISCHARGE,ON,12116
04/05/2021,18:21:48,1950,24240,6810,27920,23030,0,22360,15530,DISCHARGE,ON,12166
04/05/2021,18:21:51,2620,24240,4950,24280,23030,0,22480,10580,DISCHARGE,ON,12150
04/05/2021,18:21:53,3960,24240,10000,3650,32190,0,25560,-15900,DISCHARGE,ON,12150
04/05/2021,18:21:55,2010,23030,5490,24400,32190,0,26860,-4120,DISCHARGE,ON,12163
04/05/2021,18:21:57,5470,25250,7260,17880,17640,0,19170,19050,DISCHARGE,ON,12152
04/05/2021,18:21:59,1950,23590,4310,28060,17640,0,25370,14900,DISCHARGE,ON,12170
04/05/2021,18:22:01,2570,6170,5250,26790,6360,0,18070,16350,DISCHARGE,ON,12173
04/05/2021,18:22:03,2410,3750,2840,26750,6360,0,20280,9110,DISCHARGE,ON,12091
04/05/2021,18:22:05,2610,4190,5930,28990,26230,0,15900,-410,DISCHARGE,ON,12130
04/05/2021,18:22:07,2620,6730,7240,18520,2820,0,14990,17300,DISCHARGE,ON,12185
04/05/2021,18:22:09,4570,3920,1910,2190,2820,0,19560,-9790,DISCHARGE,ON,12113
04/05/2021,18:22:11,1370,3920,4890,24280,9630,0,27500,-2670,DISCHARGE,ON,12187
04/05/2021,18:22:13,2380,21970,6280,26250,9630,0,19250,28000,DISCHARGE,ON,12121
04/05/2021,18:22:15,1110,25040,10130,28080,12260,0,22710,29390,DISCHARGE,ON,12272
04/05/2021,18:22:17,2920,23130,4260,9970,18940,0,16210,5130,DISCHARGE,ON,12126
04/05/2021,18:22:19,2500,4710,7530,27520,24460,0,20970,-3170,DISCHARGE,ON,12160
04/05/2021,18:22:21,3810,5610,5620,3320,28380,0,22480,-32500,DISCHARGE,ON,12098
04/05/2021,18:22:23,1820,5610,8470,25520,28380,0,26230,-13190,DISCHARGE,ON,12130
04/05/2021,18:22:25,1480,23250,1740,19990,28380,0,24510,-6430,DISCHARGE,ON,12166
04/05/2021,18:22:27,490,23890,4710,28120,28380,0,24090,4740,DISCHARGE,ON,12140
04/05/2021,18:22:30,1080,25640,5440,26060,3620,0,18750,35850,DISCHARGE,ON,12221
04/05/2021,18:22:32,4380,4710,4380,25550,30060,0,18640,-9680,DISCHARGE,ON,12086
04/05/2021,18:22:34,1290,5080,4770,26820,2060,0,22860,13040,DISCHARGE,ON,12185
04/05/2021,18:22:36,2040,5810,3020,23680,2060,0,22090,10400,DISCHARGE,ON,12120
04/05/2021,18:22:38,1250,5810,9470,28350,30780,0,22200,-8100,DISCHARGE,ON,12097
04/05/2021,18:22:40,4880,22450,2700,5290,32670,0,18610,-15960,DISCHARGE,ON,12115
04/05/2021,18:22:42,610,25240,7070,28170,26870,0,22870,11350,DISCHARGE,ON,12105
04/05/2021,18:22:44,1570,24780,6780,1970,23710,0,21630,-10240,DISCHARGE,ON,12178
04/05/2021,18:22:46,3000,23030,1700,23900,23710,0,24910,3010,DISCHARGE,ON,12153
04/05/2021,18:22:48,1240,24190,900,26090,27250,0,25740,-570,DISCHARGE,ON,12221
04/05/2021,18:22:50,3810,3470,4190,8010,23310,0,18610,-22440,DISCHARGE,ON,12078
04/05/2021,18:22:52,1950,3470,11840,27670,23310,0,27380,-5760,DISCHARGE,ON,12182
04/05/2021,18:22:54,2680,3470,5180,600,29210,0,23310,-40590,DISCHARGE,ON,12132
04/05/2021,18:22:56,5540,21430,10600,27150,29210,0,24120,11390,DISCHARGE,ON,12165
04/05/2021,18:22:58,2910,22910,9190,25420,16860,0,20450,23120,DISCHARGE,ON,12130
04/05/2021,18:23:00,4330,22910,3750,18780,29400,0,22310,-1940,DISCHARGE,ON,12132
04/05/2021,18:23:02,1950,21400,4540,26940,29400,0,24000,1430,DISCHARGE,ON,12132
04/05/2021,18:23:04,2330,21710,10240,24400,24990,0,24610,9080,DISCHARGE,ON,12198
04/05/2021,18:23:07,590,24950,1410,24560,25550,0,15630,10330,DISCHARGE,ON,12173
04/05/2021,18:23:09,3650,4810,2180,26560,15950,0,20940,310,DISCHARGE,ON,12132
04/05/2021,18:23:11,5540,20740,3160,25040,15950,0,24870,13660,DISCHARGE,ON,12145
04/05/2021,18:23:13,4290,22440,4520,27410,21790,0,22840,14030,DISCHARGE,ON,12153
04/05/2021,18:23:15,1790,3520,5500,28350,17090,0,22760,-690,DISCHARGE,ON,12163
04/05/2021,18:23:17,5950,3520,3170,22520,17090,0,25200,-7130,DISCHARGE,ON,12135
04/05/2021,18:23:19,3280,18850,5670,27320,21810,0,24670,8640,DISCHARGE,ON,12175
04/05/2021,18:23:21,4210,20350,7370,7880,23540,0,23330,-7060,DISCHARGE,ON,12161
04/05/2021,18:23:23,6760,18920,4890,27840,31820,0,25290,1300,DISCHARGE,ON,12133
04/05/2021,18:23:25,4150,20350,7670,26640,31820,0,20610,6380,DISCHARGE,ON,12171
04/05/2021,18:23:27,1040,21210,4130,6120,20970,0,20390,-8860,DISCHARGE,ON,12165
04/05/2021,18:23:29,2060,3390,770,27200,17920,0,23720,-8220,DISCHARGE,ON,12162
04/05/2021,18:23:31,3340,3390,3530,7320,17920,0,20790,-21130,DISCHARGE,ON,12110
04/05/2021,18:23:33,1330,3390,9410,24740,27140,0,26660,-14930,DISCHARGE,ON,12191
04/05/2021,18:23:35,2090,3390,6310,28140,21970,0,17650,310,DISCHARGE,ON,12143
04/05/2021,18:23:37,5360,3390,2070,20440,31550,0,26410,-26700,DISCHARGE,ON,12118
04/05/2021,18:23:39,3100,20220,6920,29620,32360,0,21750,5750,DISCHARGE,ON,12175
04/05/2021,18:23:41,580,20770,7490,6230,32360,0,19840,-17130,DISCHARGE,ON,12141
04/05/2021,18:23:43,4160,27320,2750,26230,22720,0,24850,12890,DISCHARGE,ON,12205
04/05/2021,18:23:46,3000,2500,5670,3350,14840,0,18880,-19200,DISCHARGE,ON,12083
04/05/2021,18:23:48,4570,3170,8850,28440,12170,0,20290,12570,DISCHARGE,ON,12176
04/05/2021,18:23:50,4920,18130,2690,17920,30320,0,18370,-5030,DISCHARGE,ON,12175
04/05/2021,18:23:52,5610,18730,4890,27280,15450,0,23820,17240,DISCHARGE,ON,12176
04/05/2021,18:23:54,3880,19210,5500,28880,18710,0,22120,16640,DISCHARGE,ON,12172
04/05/2021,18:23:56,4280,29110,9450,26680,29100,0,19850,20570,DISCHARGE,ON,12123
04/05/2021,18:23:58,5470,4470,3280,25720,10970,0,16720,11250,DISCHARGE,ON,12138
04/05/2021,18:24:00,2710,1550,8920,22530,16830,0,18920,-40,DISCHARGE,ON,12111
04/05/2021,18:24:02,3490,1550,9230,26140,16830,0,27480,-3900,DISCHARGE,ON,12193
04/05/2021,18:24:04,3570,1550,2590,26650,32540,0,21700,-19880,DISCHARGE,ON,12140
04/05/2021,18:24:06,4310,1550,9560,23350,31800,0,23740,-16770,DISCHARGE,ON,12118
04/05/2021,18:24:08,4900,19650,7360,26970,18360,0,21150,19370,DISCHARGE,ON,12167
04/05/2021,18:24:10,3190,15910,10550,22110,18360,0,24960,8440,DISCHARGE,ON,12172
04/05/2021,18:24:12,2840,30750,2660,26280,13070,0,16970,32490,DISCHARGE,ON,12202
04/05/2021,18:24:14,2610,3640,8320,3190,13070,0,19670,-14980,DISCHARGE,ON,12097
04/05/2021,18:24:16,500,5270,2890,28480,12260,0,28380,-3500,DISCHARGE,ON,12236
04/05/2021,18:24:18,2560,7540,5990,29150,31370,0,22530,-8660,DISCHARGE,ON,12140
04/05/2021,18:24:20,2270,5240,6720,21980,31370,0,27240,-22400,DISCHARGE,ON,12180
04/05/2021,18:24:23,2420,19560,5090,16330,27260,0,21410,-5270,DISCHARGE,ON,12145
04/05/2021,18:24:25,2910,21530,4620,28990,32550,0,20920,4580,DISCHARGE,ON,12152
04/05/2021,18:24:27,1460,11840,7170,2320,32550,0,27020,-36780,DISCHARGE,ON,12156
04/05/2021,18:24:29,3080,13240,3490,24220,32550,0,26370,-14890,DISCHARGE,ON,12130
04/05/2021,18:24:31,1750,19280,5300,25610,32550,0,23990,-4600,DISCHARGE,ON,12152
04/05/2021,18:24:33,1460,19460,1130,28080,32550,0,21390,-3810,DISCHARGE,ON,12138
04/05/2021,18:24:35,4290,19570,790,19800,12620,0,17460,14370,DISCHARGE,ON,12177
04/05/2021,18:24:37,3320,17510,2010,27660,16190,0,20430,13880,DISCHARGE,ON,12137
04/05/2021,18:24:39,3050,15140,2890,26590,21680,0,21210,4780,DISCHARGE,ON,12147
04/05/2021,18:24:41,3420,21910,2180,6210,21680,0,25400,-13360,DISCHARGE,ON,12108
04/05/2021,18:24:43,1060,23360,7490,28190,21680,0,26200,12220,DISCHARGE,ON,12105
04/05/2021,18:24:45,1380,27090,4540,18480,19390,0,19190,12910,DISCHARGE,ON,12146
04/05/2021,18:24:47,1770,24790,1610,1290,19390,0,24900,-14830,DISCHARGE,ON,12150
04/05/2021,18:24:49,4390,25050,4970,26200,32740,0,17430,10440,DISCHARGE,ON,12155
04/05/2021,18:24:51,4860,28020,6820,5930,14460,0,20970,10200,DISCHARGE,ON,12143
04/05/2021,18:24:53,3110,23140,3720,15310,14460,0,23480,7340,DISCHARGE,ON,12138
04/05/2021,18:24:55,1910,22040,9660,28030,32490,0,23730,5420,DISCHARGE,ON,12212
04/05/2021,18:24:57,4950,24540,7140,27730,18480,0,18660,27220,DISCHARGE,ON,12177
04/05/2021,18:25:00,2840,23940,2410,26620,18480,0,22850,14480,DISCHARGE,ON,12160
04/05/2021,18:25:02,1950,5340,2690,26500,8420,0,24040,4020,DISCHARGE,ON,12235
04/05/2021,18:25:04,2780,2160,6780,15420,18240,0,17470,-8570,DISCHARGE,ON,12097
04/05/2021,18:25:06,4070,4040,9310,26340,29400,0,20690,-6330,DISCHARGE,ON,12086
04/05/2021,18:25:08,2870,4200,2570,30460,15940,0,17540,6620,DISCHARGE,ON,12137
04/05/2021,18:25:10,3350,4560,6710,3890,15940,0,18770,-16200,DISCHARGE,ON,12111
04/05/2021,18:25:12,5360,4620,2550,21150,15940,0,20260,-2520,DISCHARGE,ON,12148
04/05/2021,18:25:14,2940,4790,6390,29070,26340,0,20290,-3440,DISCHARGE,ON,12137
04/05/2021,18:25:16,2390,4790,5150,5340,25520,0,27940,-35790,DISCHARGE,ON,12133
04/05/2021,18:25:18,3250,23780,7050,24650,29030,0,22390,7310,DISCHARGE,ON,12172
04/05/2021,18:25:20,2070,24680,8630,3480,29030,0,20210,-10380,DISCHARGE,ON,12137
04/05/2021,18:25:22,5580,23030,4030,27870,32460,0,25050,3000,DISCHARGE,ON,12152
04/05/2021,18:25:24,2210,23620,4720,28440,20070,0,21860,17060,DISCHARGE,ON,12192
04/05/2021,18:25:26,1450,21500,3490,5730,19780,0,23270,-10880,DISCHARGE,ON,12217
04/05/2021,18:25:28,1470,21500,4510,1230,32590,0,23900,-27780,DISCHARGE,ON,12138
04/05/2021,18:25:30,1950,21500,10370,24870,32590,0,25950,150,DISCHARGE,ON,12138
04/05/2021,18:25:32,30,24080,1770,4380,24410,0,20120,-14270,DISCHARGE,ON,12181
04/05/2021,18:25:34,3920,23300,4430,27480,24410,0,21210,13510,DISCHARGE,ON,12163
04/05/2021,18:25:36,2570,6920,30,27570,8100,0,18370,10620,DISCHARGE,ON,12147
04/05/2021,18:25:39,1640,24260,470,1780,9460,0,20670,-1980,DISCHARGE,ON,12206
04/05/2021,18:25:41,2830,5490,3000,25410,28510,0,19700,-11480,DISCHARGE,ON,12115
04/05/2021,18:25:43,2360,7270,6070,27090,11660,0,19230,11900,DISCHARGE,ON,12132
04/05/2021,18:25:45,3960,32270,5930,24690,11660,0,25790,29400,DISCHARGE,ON,12145
04/05/2021,18:25:47,4770,26330,1560,26360,21170,0,25600,12250,DISCHARGE,ON,12191
04/05/2021,18:25:49,4860,23400,4580,1650,31090,0,23180,-19780,DISCHARGE,ON,12177
04/05/2021,18:25:51,1360,24820,6040,28620,31090,0,22660,7090,DISCHARGE,ON,12116
04/05/2021,18:25:53,1110,28990,9370,27970,31090,0,27330,9020,DISCHARGE,ON,12117
04/05/2021,18:25:55,2020,28060,4420,13410,31090,0,20630,-3810,DISCHARGE,ON,12136
04/05/2021,18:25:57,6180,25650,6000,3010,31090,0,26740,-16990,DISCHARGE,ON,12142
04/05/2021,18:25:59,100,23800,2500,28050,15800,0,20540,18110,DISCHARGE,ON,12211
04/05/2021,18:26:01,1960,20630,6760,3560,15800,0,20200,-3090,DISCHARGE,ON,12162
04/05/2021,18:26:03,5500,22040,9790,27930,15800,0,24600,24860,DISCHARGE,ON,12133
04/05/2021,18:26:05,3420,21390,1610,13010,10000,0,23050,6380,DISCHARGE,ON,12187
04/05/2021,18:26:07,1270,20630,4290,4760,29850,0,21060,-19960,DISCHARGE,ON,12172
04/05/2021,18:26:09,1360,20890,5540,27620,18820,0,22110,14480,DISCHARGE,ON,12185
04/05/2021,18:26:11,3300,15920,7420,5120,6890,0,16150,8720,DISCHARGE,ON,12158
04/05/2021,18:26:13,2140,20210,4830,27750,6890,0,23940,24100,DISCHARGE,ON,12103
04/05/2021,18:26:16,1410,19030,4800,28110,11090,0,23270,18990,DISCHARGE,ON,12212
04/05/2021,18:26:18,2910,29200,4680,27820,31680,0,21160,11770,DISCHARGE,ON,12126
04/05/2021,18:26:20,3340,31220,7130,25870,29360,0,20970,17230,DISCHARGE,ON,12171
04/05/2021,18:26:22,4750,31220,3780,25780,21490,0,20700,23340,DISCHARGE,ON,12130
04/05/2021,18:26:24,5210,30170,8590,19970,21490,0,23350,19100,DISCHARGE,ON,12110
04/05/2021,18:26:26,1930,15450,5500,15280,29930,0,26890,-18660,DISCHARGE,ON,12175
04/05/2021,18:26:28,4030,31860,4470,25370,19150,0,23050,23530,DISCHARGE,ON,12170
04/05/2021,18:26:30,3800,32450,7400,2010,24380,0,22990,-1710,DISCHARGE,ON,12123
04/05/2021,18:26:32,3510,21560,7120,3850,24380,0,16720,-5060,DISCHARGE,ON,12123
04/05/2021,18:26:34,5480,14480,7820,25450,26110,0,15600,11520,DISCHARGE,ON,12097
04/05/2021,18:26:36,1800,14840,1610,28560,29930,0,24170,-7290,DISCHARGE,ON,12180
04/05/2021,18:26:38,640,20060,13630,26880,29930,0,25520,5760,DISCHARGE,ON,12220
04/05/2021,18:26:40,4010,19390,5570,2140,19000,0,15540,-3430,DISCHARGE,ON,12112
04/05/2021,18:26:42,1320,13250,8970,28980,19000,0,20400,13120,DISCHARGE,ON,12086
04/05/2021,18:26:44,3260,22040,6490,28100,12120,0,19660,28110,DISCHARGE,ON,12146
04/05/2021,18:26:46,2190,19050,4290,27960,12120,0,21310,20060,DISCHARGE,ON,12213
04/05/2021,18:26:48,1410,32210,6760,24320,24210,0,17180,23310,DISCHARGE,ON,12203
04/05/2021,18:26:50,1410,32210,5120,26240,25090,0,22860,17030,DISCHARGE,ON,12132
04/05/2021,18:26:53,6280,31870,7490,24680,25090,0,23870,21360,DISCHARGE,ON,12113
04/05/2021,18:26:55,3980,31580,2650,28080,24600,0,24770,16920,DISCHARGE,ON,12177
04/05/2021,18:26:57,680,20080,5750,23760,24600,0,23710,1960,DISCHARGE,ON,12148
04/05/2021,18:26:59,2320,19520,6670,30210,24600,0,23370,10750,DISCHARGE,ON,12215
04/05/2021,18:27:01,2480,19300,9790,6850,15890,0,18110,4420,DISCHARGE,ON,12083
04/05/2021,18:27:03,3440,15960,9060,28250,9630,0,24150,22930,DISCHARGE,ON,12185
04/05/2021,18:27:05,2140,16510,5880,29100,31950,0,14890,6790,DISCHARGE,ON,12125
04/05/2021,18:27:07,3520,11030,7080,25230,31950,0,26090,-11180,DISCHARGE,ON,12132
04/05/2021,18:27:09,240,18360,5710,16910,24990,0,23090,-6860,DISCHARGE,ON,12178
04/05/2021,18:27:11,3460,19520,5840,27880,31740,0,23570,1390,DISCHARGE,ON,12142
04/05/2021,18:27:13,2970,14080,8770,3750,6340,0,17240,5990,DISCHARGE,ON,12120
04/05/2021,18:27:15,1050,21070,8350,28570,27200,0,18870,12970,DISCHARGE,ON,12156
04/05/2021,18:27:17,4030,17930,6920,26520,6120,0,24150,25130,DISCHARGE,ON,12200
04/05/2021,18:27:19,1230,19420,6160,27920,27970,0,22310,4450,DISCHARGE,ON,12228
04/05/2021,18:27:21,4280,17660,8310,17230,22730,0,19880,4870,DISCHARGE,ON,12088
04/05/2021,18:27:23,5070,19430,9740,26510,5400,0,19480,35870,DISCHARGE,ON,12153
04/05/2021,18:27:25,2250,15490,2530,29040,27440,0,21810,60,DISCHARGE,ON,12133
04/05/2021,18:27:27,5440,31760,2940,26200,27440,0,27560,11340,DISCHARGE,ON,12130
04/05/2021,18:27:29,1800,32320,3900,24930,27440,0,20370,15140,DISCHARGE,ON,12197
04/05/2021,18:27:32,2440,32600,6270,10600,27640,0,18000,6270,DISCHARGE,ON,12133
04/05/2021,18:27:34,3900,32600,4950,26970,31800,0,24120,12500,DISCHARGE,ON,12177
04/05/2021,18:27:36,3250,14520,9050,28470,31800,0,27110,-3620,DISCHARGE,ON,12096
04/05/2021,18:27:38,4720,14520,6220,26980,25470,0,19930,7040,DISCHARGE,ON,12116
