Date,Time,Home0,Home1,Home2,Home3,Grid,Charge,Discharge,BATTERY,GRID
04/02/2021,17:07:28,3400,28030,3920,1700,310,0,32100,DISCHARGE,ON
04/02/2021,17:07:30,1470,28170,3620,1950,3600,0,-32396,DISCHARGE,ON
04/02/2021,17:07:31,1800,4080,1570,4510,220,0,21850,DISCHARGE,ON
04/02/2021,17:07:33,4540,28250,4660,1700,230,0,-32596,DISCHARGE,ON
04/02/2021,17:07:34,1410,28160,4440,1880,50,0,32310,DISCHARGE,ON
04/02/2021,17:07:36,1650,5210,960,2640,440,0,30980,DISCHARGE,ON
04/02/2021,17:07:38,3790,26710,1890,1100,580,0,30870,DISCHARGE,ON
04/02/2021,17:07:41,3940,28060,4470,1280,170,0,31710,DISCHARGE,ON
04/02/2021,17:07:43,4600,28190,4650,1500,720,0,31190,DISCHARGE,ON
04/02/2021,17:07:46,2250,13110,2040,2560,1870,0,28660,DISCHARGE,ON
04/02/2021,17:07:48,1680,26550,1090,2200,3200,0,28970,DISCHARGE,ON
04/02/2021,17:07:50,1200,22200,1130,2160,5130,0,24050,DISCHARGE,ON
04/02/2021,17:07:56,1890,10320,2000,4430,810,0,24080,DISCHARGE,ON
04/02/2021,17:08:02,1000,28700,2970,2150,3400,90,80,CHARGE,ON
04/02/2021,17:08:03,2020,9420,2380,4610,20330,780,40,CHARGE,ON
04/02/2021,17:08:05,1770,25050,2200,2590,-10162,18024,50,CHARGE,ON
04/02/2021,17:08:07,1650,25420,3930,4110,-14642,18314,40,CHARGE,ON
04/02/2021,17:08:09,1110,24080,1400,1330,-28122,27954,100,CHARGE,ON
04/02/2021,17:08:12,3190,25170,3430,1640,-12452,21184,130,CHARGE,ON
04/02/2021,17:08:13,3550,24830,1820,1970,-10492,25554,5580,CHARGE,ON
04/02/2021,17:08:15,2110,25100,1630,2380,-22312,18384,150,CHARGE,ON
04/02/2021,17:08:17,1500,23260,1230,1860,32754,24254,10,CHARGE,ON
04/02/2021,17:08:18,1560,25060,2560,1790,-17562,20524,120,CHARGE,ON
04/02/2021,17:08:20,3690,25040,2100,1550,-11122,21634,610,CHARGE,ON
04/02/2021,17:08:22,2290,3160,1860,2010,-14012,17114,50,CHARGE,ON
04/02/2021,17:08:23,3740,25380,3740,2280,-10642,20824,0,CHARGE,ON
04/02/2021,17:08:25,2240,21950,1820,3320,-12822,19134,450,CHARGE,ON
04/02/2021,17:08:29,1240,24190,4740,870,-7982,26144,60,CHARGE,ON
04/02/2021,17:08:30,1870,25230,1740,2280,-17042,19854,60,CHARGE,ON
04/02/2021,17:08:31,1750,25230,1630,2210,-11982,17614,10,CHARGE,ON
04/02/2021,17:15:53,3530,25060,2210,1750,-10862,20294,90,CHARGE,ON
04/02/2021,17:16:03,2960,2240,1960,2410,11030,0,50,DISCONNECT,ON
