Date,Time,Home0 (mW),Home1 (mW),Home2 (mW),Home3 (mW),Grid (mW),Charge (mW),Discharge (mW),BATTERY,GRID,Voltage (mV),Battery (Ah)
04/05/2021,15:49:27,2710,-23756,3070,320,10090,0,30660,-58406,DISCHARGE,ON,12172
04/05/2021,15:49:29,4660,21820,7330,2190,510,0,21590,13900,DISCHARGE,ON,12336
04/05/2021,15:49:32,380,27290,6000,3150,9200,0,28720,-1100,DISCHARGE,ON,12177
04/05/2021,15:49:34,3460,4190,2150,2320,4850,0,22860,-15590,DISCHARGE,ON,12410
04/05/2021,15:49:36,3660,3390,7870,1860,3600,0,25790,-12610,DISCHARGE,ON,12080
04/05/2021,15:49:38,2480,5360,7710,5680,1380,0,16960,2890,DISCHARGE,ON,12233
04/05/2021,15:49:40,2430,-24686,8080,2570,4540,0,24650,-40796,DISCHARGE,ON,12062
04/05/2021,15:49:42,1890,-23436,5350,2830,10870,0,31530,-55766,DISCHARGE,ON,12190
04/05/2021,15:49:44,3160,19990,5150,1240,50,0,28780,710,DISCHARGE,ON,12117
04/05/2021,15:49:46,4520,21360,8420,1680,2660,0,27240,6080,DISCHARGE,ON,12163
04/05/2021,15:49:48,5400,20420,10750,2160,2410,0,22890,13430,DISCHARGE,ON,12330
04/05/2021,15:49:50,330,27600,6860,2200,9720,0,29770,-2500,DISCHARGE,ON,12250
04/05/2021,15:49:52,590,28220,4710,3560,4650,0,23800,8630,DISCHARGE,ON,12406
04/05/2021,15:49:54,2290,27240,8810,1870,3530,0,32650,4030,DISCHARGE,ON,12233
04/05/2021,15:49:56,3720,4420,7630,3290,2050,0,26050,-9040,DISCHARGE,ON,12252
04/05/2021,15:49:58,2530,-23676,6900,4250,6550,0,-31316,14770,DISCHARGE,ON,12086
04/05/2021,15:50:00,3970,-24126,7170,4510,7030,0,26960,-42466,DISCHARGE,ON,12152
04/05/2021,15:50:02,3640,-25156,13020,1080,150,0,31580,-39146,DISCHARGE,ON,12088
04/05/2021,15:50:04,3200,-23026,3240,610,14130,0,29940,-60046,DISCHARGE,ON,12272
04/05/2021,15:50:06,4840,-25766,6270,1520,640,0,-31706,17930,DISCHARGE,ON,12097
04/05/2021,15:50:09,3230,23190,7990,3790,1470,0,23410,13320,DISCHARGE,ON,12246
04/05/2021,15:50:11,1740,26940,12300,2140,1470,0,31670,9980,DISCHARGE,ON,12236
04/05/2021,15:50:13,4100,4080,7640,1730,1150,0,17910,-1510,DISCHARGE,ON,12287
04/05/2021,15:50:15,5270,21670,9540,3340,2410,0,29400,8010,DISCHARGE,ON,12211
04/05/2021,15:50:17,5560,21390,4750,1750,3160,0,24690,5600,DISCHARGE,ON,12300
04/05/2021,15:50:19,230,27740,8540,3240,5790,0,29820,4140,DISCHARGE,ON,12253
04/05/2021,15:50:21,1250,27990,6580,2240,1320,0,20430,16310,DISCHARGE,ON,12370
04/05/2021,15:50:23,4660,21450,4510,1870,3830,0,29580,-920,DISCHARGE,ON,12170
04/05/2021,15:50:25,2970,20750,8680,2460,3430,0,28790,2640,DISCHARGE,ON,12180
04/05/2021,15:50:27,4200,26800,8560,2150,5710,0,27890,8110,DISCHARGE,ON,12258
04/05/2021,15:50:29,5410,25560,3400,2330,540,0,28100,8060,DISCHARGE,ON,12266
04/05/2021,15:50:31,360,26230,6370,1870,10090,0,28890,-4150,DISCHARGE,ON,12230
04/05/2021,15:50:33,90,25150,4160,2230,2710,0,28510,410,DISCHARGE,ON,12223
04/05/2021,15:50:35,2440,4070,6550,4920,8420,0,24190,-14630,DISCHARGE,ON,12138
04/05/2021,15:50:37,2980,-28146,3000,2620,2920,0,25690,-48156,DISCHARGE,ON,12102
04/05/2021,15:50:39,3460,-28566,6450,2870,13300,0,30770,-59856,DISCHARGE,ON,12171
04/05/2021,15:50:41,2530,-30766,6570,1270,1100,0,-31556,10060,DISCHARGE,ON,12115
04/05/2021,15:50:43,1450,31960,2160,3420,7960,0,31260,-230,DISCHARGE,ON,12196
04/05/2021,15:50:46,4260,24590,5680,240,310,0,32090,2370,DISCHARGE,ON,12077
04/05/2021,15:50:48,3710,27160,9250,2180,4980,0,26770,10550,DISCHARGE,ON,12182
04/05/2021,15:50:50,2280,22980,610,1560,1970,0,32010,-6550,DISCHARGE,ON,12216
04/05/2021,15:50:52,2190,9130,4980,2110,5360,0,13860,-810,DISCHARGE,ON,12448
04/05/2021,15:50:54,4530,27440,7390,1730,6450,0,28170,6470,DISCHARGE,ON,12173
04/05/2021,15:50:56,4850,25880,2160,270,580,0,30980,1600,DISCHARGE,ON,12132
04/05/2021,15:50:58,5710,28140,5270,2920,5070,0,28080,8890,DISCHARGE,ON,12253
04/05/2021,15:51:00,240,27640,9750,3470,2200,0,31280,7620,DISCHARGE,ON,12096
04/05/2021,15:51:02,1790,23590,8310,2270,5210,0,22130,8620,DISCHARGE,ON,12396
04/05/2021,15:51:04,1680,8720,1870,2440,8030,0,24360,-17680,DISCHARGE,ON,12156
04/05/2021,15:51:06,2020,9060,2360,860,3080,0,21520,-10300,DISCHARGE,ON,12323
04/05/2021,15:51:08,2330,22080,6890,4510,10880,0,30730,-5800,DISCHARGE,ON,12151
04/05/2021,15:51:10,2680,19100,4360,3370,2000,0,31600,-4090,DISCHARGE,ON,12103
04/05/2021,15:51:12,190,22210,7420,1370,1890,0,21950,7350,DISCHARGE,ON,12357
04/05/2021,15:51:14,2050,14260,3660,2520,2290,0,23890,-3690,DISCHARGE,ON,12168
04/05/2021,15:51:16,3550,17380,6920,3400,6410,0,30070,-5230,DISCHARGE,ON,12047
04/05/2021,15:51:18,4010,15530,1980,3060,1550,0,24740,-1710,DISCHARGE,ON,12286
04/05/2021,15:51:20,1130,20400,4040,2570,5840,0,29100,-6800,DISCHARGE,ON,12257
04/05/2021,15:51:22,1150,17650,7690,1590,1550,0,27010,-480,DISCHARGE,ON,12237
04/05/2021,15:51:25,320,19640,6030,2440,7100,0,26540,-5210,DISCHARGE,ON,12260
04/05/2021,15:51:27,4650,11060,7170,4160,5940,0,25820,-4720,DISCHARGE,ON,12057
04/05/2021,15:51:29,4030,22300,2890,3050,1160,0,17110,14000,DISCHARGE,ON,12261
04/05/2021,15:51:31,1370,22410,30,2060,1180,0,24450,240,DISCHARGE,ON,12193
04/05/2021,15:51:33,3930,9910,4490,3600,6450,0,24370,-8890,DISCHARGE,ON,12041
04/05/2021,15:51:35,270,23820,3920,1890,490,0,26970,2440,DISCHARGE,ON,12305
04/05/2021,15:51:37,4110,6730,4970,3840,2280,0,24640,-7270,DISCHARGE,ON,12123
04/05/2021,15:51:39,3650,6430,8780,2110,2940,0,16790,1240,DISCHARGE,ON,12165
04/05/2021,15:51:41,5710,-26776,7690,240,5060,0,31140,-49336,DISCHARGE,ON,12226
04/05/2021,15:51:43,5570,-27586,3700,90,5120,0,29450,-52796,DISCHARGE,ON,12146
04/05/2021,15:51:45,4040,-28036,6670,580,930,0,22670,-40346,DISCHARGE,ON,12267
04/05/2021,15:51:47,4950,18930,11440,2940,3600,0,27440,7220,DISCHARGE,ON,12223
04/05/2021,15:51:49,860,18340,6720,2440,7120,0,32380,-11140,DISCHARGE,ON,12148
04/05/2021,15:51:51,240,28080,690,1050,4240,0,23900,1920,DISCHARGE,ON,12388
04/05/2021,15:51:53,2120,31320,600,3190,5210,0,24460,7560,DISCHARGE,ON,12150
04/05/2021,15:51:55,3350,3490,8080,1730,3250,0,30720,-17320,DISCHARGE,ON,12140
04/05/2021,15:51:57,3280,3010,9270,3870,8040,0,27210,-15820,DISCHARGE,ON,12135
04/05/2021,15:51:59,2980,3720,4950,4010,5150,0,25370,-14860,DISCHARGE,ON,12245
04/05/2021,15:52:02,2650,-21616,5680,280,13400,0,30340,-56746,DISCHARGE,ON,12153
04/05/2021,15:52:04,5180,18050,10010,1780,1040,0,30840,3140,DISCHARGE,ON,12175
04/05/2021,15:52:06,1860,19870,12150,230,2050,0,22670,9390,DISCHARGE,ON,12245
04/05/2021,15:52:08,1400,30860,960,2270,1880,0,26920,6690,DISCHARGE,ON,12257
04/05/2021,15:52:10,1610,28430,6630,2200,970,0,32040,5860,DISCHARGE,ON,12122
04/05/2021,15:52:12,4380,4130,7000,5310,5270,0,15330,220,DISCHARGE,ON,12195
04/05/2021,15:52:14,4980,20070,9220,2830,7370,0,27100,2630,DISCHARGE,ON,12210
04/05/2021,15:52:16,1380,-20316,4100,3740,4990,0,30680,-46766,DISCHARGE,ON,12192
04/05/2021,15:52:18,7690,-22216,5070,230,2150,0,-30416,19040,DISCHARGE,ON,12122
04/05/2021,15:52:20,2370,19470,7360,650,2500,0,28160,-810,DISCHARGE,ON,12176
04/05/2021,15:52:22,4450,21410,13380,2700,200,0,21630,20110,DISCHARGE,ON,12285
04/05/2021,15:52:24,80,27280,2270,2830,2070,0,29890,500,DISCHARGE,ON,12273
04/05/2021,15:52:26,2360,3760,3320,3850,12340,0,32240,-31290,DISCHARGE,ON,12158
04/05/2021,15:52:28,4440,20970,2140,2270,870,0,30720,-1770,DISCHARGE,ON,12151
04/05/2021,15:52:30,840,26770,2390,3340,410,0,23630,9300,DISCHARGE,ON,12277
04/05/2021,15:52:32,2330,5400,3250,5480,5060,0,22690,-11290,DISCHARGE,ON,12148
04/05/2021,15:52:34,3340,-27996,5900,2200,13480,0,31710,-61746,DISCHARGE,ON,12172
04/05/2021,15:52:36,4030,-30276,9050,3790,4860,0,32190,-50456,DISCHARGE,ON,12052
04/05/2021,15:52:39,1700,-31246,2880,3670,6920,0,23160,-53076,DISCHARGE,ON,12203
04/05/2021,15:52:41,2000,30990,3520,1130,10470,0,28980,-1810,DISCHARGE,ON,12180
04/05/2021,15:52:43,5440,26390,7970,2510,5450,0,28760,8100,DISCHARGE,ON,12172
04/05/2021,15:52:45,1970,22810,12440,1080,2940,0,31320,4040,DISCHARGE,ON,12102
04/05/2021,15:52:47,2760,23100,4030,1040,5530,0,18590,6810,DISCHARGE,ON,12450
04/05/2021,15:52:49,960,22730,8860,3200,2600,0,22520,10630,DISCHARGE,ON,12278
04/05/2021,15:52:51,80,21850,8600,3440,7040,0,28060,-1130,DISCHARGE,ON,12222
04/05/2021,15:52:53,2520,17910,7720,400,6710,0,-31876,53716,DISCHARGE,ON,12112
04/05/2021,15:52:55,5180,30440,8420,2840,1540,0,29490,15850,DISCHARGE,ON,12213
04/05/2021,15:52:57,2200,21310,13080,2910,2230,0,21490,15780,DISCHARGE,ON,12386
04/05/2021,15:52:59,4250,19670,6390,2120,9570,0,28470,-5610,DISCHARGE,ON,12230
04/05/2021,15:53:01,3490,10010,3140,3250,13340,0,31190,-24640,DISCHARGE,ON,12177
04/05/2021,15:53:03,2820,8930,7820,3790,6770,0,24720,-8130,DISCHARGE,ON,12056
04/05/2021,15:53:05,3570,8040,6030,3710,1230,0,14990,5130,DISCHARGE,ON,12260
04/05/2021,15:53:07,5490,-26676,7350,590,14530,0,31410,-59186,DISCHARGE,ON,12186
04/05/2021,15:53:09,5500,18920,3340,2210,5530,0,28060,-3620,DISCHARGE,ON,12211
04/05/2021,15:53:11,4990,18620,10510,3170,1180,0,-32346,68456,DISCHARGE,ON,12210
04/05/2021,15:53:13,4720,19420,10770,1840,1700,0,22960,12090,DISCHARGE,ON,12292
04/05/2021,15:53:15,80,18510,10920,3750,10340,0,28520,-5600,DISCHARGE,ON,12246
04/05/2021,15:53:18,410,18420,4680,2830,9150,0,29100,-11910,DISCHARGE,ON,12176
04/05/2021,15:53:20,4920,30710,3550,2140,3790,0,28980,8550,DISCHARGE,ON,12208
04/05/2021,15:53:22,3050,-32626,6640,1520,830,0,18560,-40806,DISCHARGE,ON,12275
04/05/2021,15:53:24,4120,-20286,6980,3390,11620,0,22430,-39846,DISCHARGE,ON,12203
04/05/2021,15:53:26,700,31690,8380,2750,1160,0,26000,16360,DISCHARGE,ON,12262
04/05/2021,15:53:28,3780,3660,4330,3790,5000,0,26740,-16180,DISCHARGE,ON,12111
04/05/2021,15:53:30,3230,3330,3690,3620,2320,0,26880,-15330,DISCHARGE,ON,12090
04/05/2021,15:53:32,360,29420,12710,2250,1880,0,28850,14010,DISCHARGE,ON,12198
04/05/2021,15:53:34,2590,30250,3670,2480,450,0,21180,17360,DISCHARGE,ON,12423
04/05/2021,15:53:36,3980,20530,8180,2710,6110,0,27110,2180,DISCHARGE,ON,12162
04/05/2021,15:53:38,740,28220,9690,2440,5760,0,28580,6750,DISCHARGE,ON,12228
04/05/2021,15:53:40,260,26110,2300,1570,2910,0,32190,-4860,DISCHARGE,ON,12207
04/05/2021,15:53:42,3430,4300,4800,1950,4620,0,15720,-5860,DISCHARGE,ON,12406
04/05/2021,15:53:44,2160,25520,1610,3100,2150,0,29350,890,DISCHARGE,ON,12126
04/05/2021,15:53:46,3140,4260,7850,4170,1480,0,24310,-6370,DISCHARGE,ON,12177
04/05/2021,15:53:48,3660,-30146,3800,2370,5720,0,-31296,5260,DISCHARGE,ON,12047
04/05/2021,15:53:50,2410,32220,6640,510,2640,0,25570,13570,DISCHARGE,ON,12276
04/05/2021,15:53:52,5340,26880,8540,1630,10290,0,23620,8480,DISCHARGE,ON,12226
04/05/2021,15:53:55,4540,27330,10280,1320,4540,0,28480,10450,DISCHARGE,ON,12200
04/05/2021,15:53:57,5170,28630,5770,310,2750,0,31250,5880,DISCHARGE,ON,12117
04/05/2021,15:53:59,2570,28460,10110,1160,1340,0,31530,9430,DISCHARGE,ON,12087
04/05/2021,15:54:01,2020,20260,8690,1950,2110,0,23230,7580,DISCHARGE,ON,12346
04/05/2021,15:54:03,470,17520,7010,3170,5680,0,20660,1830,DISCHARGE,ON,12392
04/05/2021,15:54:05,760,18880,6120,3050,1250,0,27100,460,DISCHARGE,ON,12272
04/05/2021,15:54:07,1970,22580,2960,4360,3100,0,24050,4720,DISCHARGE,ON,12137
04/05/2021,15:54:09,2750,23680,560,1790,2850,0,-32366,58296,DISCHARGE,ON,12156
04/05/2021,15:54:11,4210,24860,840,1150,1860,0,23230,5970,DISCHARGE,ON,12305
04/05/2021,15:54:13,1690,-27446,2150,820,2110,0,27070,-51966,DISCHARGE,ON,12268
04/05/2021,15:54:15,190,19140,5860,2790,3100,0,23040,1840,DISCHARGE,ON,12383
04/05/2021,15:54:17,920,18420,6390,2410,12770,0,30030,-14660,DISCHARGE,ON,12220
04/05/2021,15:54:19,1740,18320,7230,3460,9370,0,29750,-8370,DISCHARGE,ON,12257
04/05/2021,15:54:21,2090,31900,590,1880,2650,0,32400,1410,DISCHARGE,ON,12202
04/05/2021,15:54:23,1310,30670,880,1130,1110,0,25980,6900,DISCHARGE,ON,12132
04/05/2021,15:54:25,2640,32500,3030,1790,3760,0,17140,19060,DISCHARGE,ON,12377
04/05/2021,15:54:27,2800,4200,1660,3200,720,0,23090,-11950,DISCHARGE,ON,12188
04/05/2021,15:54:29,1090,19670,5500,4190,4670,0,26560,-780,DISCHARGE,ON,12320
04/05/2021,15:54:32,1840,-21106,5020,1840,13500,0,27870,-53776,DISCHARGE,ON,12176
04/05/2021,15:54:34,1930,19190,8220,2320,11560,0,28830,-8730,DISCHARGE,ON,12221
04/05/2021,15:54:36,3650,30520,11110,3230,7240,0,29060,12210,DISCHARGE,ON,12172
04/05/2021,15:54:38,590,28710,4540,2360,4040,0,30030,2130,DISCHARGE,ON,12223
04/05/2021,15:54:40,120,27600,5940,2280,1970,0,21730,12240,DISCHARGE,ON,12350
04/05/2021,15:54:42,4530,29160,4430,2250,2150,0,20110,18110,DISCHARGE,ON,12347
04/05/2021,15:54:44,1920,4580,7300,2470,1420,0,22860,-8010,DISCHARGE,ON,12148
04/05/2021,15:54:46,3170,-23906,3070,3870,4390,0,23210,-41396,DISCHARGE,ON,12192
04/05/2021,15:54:48,1960,-26266,3120,2790,14180,0,31890,-64466,DISCHARGE,ON,12167
04/05/2021,15:54:50,1950,-30566,8850,0,5470,0,-31296,6060,DISCHARGE,ON,12120
04/05/2021,15:54:52,4890,4480,4720,3510,3060,0,25110,-10570,DISCHARGE,ON,12100
04/05/2021,15:54:54,3400,5540,7510,1270,4940,0,22820,-10040,DISCHARGE,ON,12077
04/05/2021,15:54:56,2070,31510,5500,830,1430,0,28240,10240,DISCHARGE,ON,12227
04/05/2021,15:54:58,4330,29570,1520,4130,4860,0,25970,8720,DISCHARGE,ON,12311
04/05/2021,15:55:00,5540,28070,3350,3460,7390,0,27760,5270,DISCHARGE,ON,12200
04/05/2021,15:55:02,0,21680,6280,1680,4220,0,29350,-3930,DISCHARGE,ON,12250
04/05/2021,15:55:04,230,11470,4340,2110,8150,0,24770,-14770,DISCHARGE,ON,12167
04/05/2021,15:55:06,2750,14220,30,2300,2660,0,25810,-9170,DISCHARGE,ON,12225
04/05/2021,15:55:09,3470,13760,4030,3870,5670,0,31450,-11990,DISCHARGE,ON,12045
04/05/2021,15:55:11,3470,11510,7100,3880,2290,0,27520,-3850,DISCHARGE,ON,12107
04/05/2021,15:55:13,2470,8810,7010,3700,3980,0,18430,-420,DISCHARGE,ON,12211
04/05/2021,15:55:15,1820,-29416,2360,410,3370,0,25470,-53666,DISCHARGE,ON,12312
04/05/2021,15:55:17,5750,-27376,6590,2210,3980,0,26780,-43586,DISCHARGE,ON,12247
04/05/2021,15:55:19,910,19760,9650,2870,4750,0,26780,1660,DISCHARGE,ON,12305
04/05/2021,15:55:21,2150,18340,420,3480,11470,0,28430,-15510,DISCHARGE,ON,12212
04/05/2021,15:55:23,740,31480,930,1570,2760,0,28540,3420,DISCHARGE,ON,12301
04/05/2021,15:55:25,10,32380,280,2290,3260,0,29160,2540,DISCHARGE,ON,12250
04/05/2021,15:55:27,3560,32620,1930,1840,1150,0,23530,15270,DISCHARGE,ON,12161
04/05/2021,15:55:29,3010,31670,5180,1890,3640,0,23890,14220,DISCHARGE,ON,12227
04/05/2021,15:55:31,2790,3440,8370,2390,5820,0,-31476,42646,DISCHARGE,ON,12116
04/05/2021,15:55:33,5060,31070,16230,2830,1310,0,31160,22720,DISCHARGE,ON,12176
04/05/2021,15:55:35,4580,-21436,9140,870,4450,0,-32076,20780,DISCHARGE,ON,12073
04/05/2021,15:55:37,5360,19670,7420,1060,2640,0,31490,-620,DISCHARGE,ON,12106
04/05/2021,15:55:39,490,28810,7560,1840,4040,0,32030,2630,DISCHARGE,ON,12215
04/05/2021,15:55:41,2740,3550,8490,2600,2320,0,26220,-11160,DISCHARGE,ON,12113
04/05/2021,15:55:43,2740,3490,4070,640,2290,0,22070,-13420,DISCHARGE,ON,12278
04/05/2021,15:55:45,3720,4660,7500,3280,6640,0,21350,-8830,DISCHARGE,ON,12186
04/05/2021,15:55:48,3080,-25866,7560,3850,2340,0,18480,-32196,DISCHARGE,ON,12277
04/05/2021,15:55:50,3800,5450,2820,4670,2190,0,17610,-3060,DISCHARGE,ON,12253
04/05/2021,15:55:52,2740,32460,6670,3760,14180,0,27750,3700,DISCHARGE,ON,12226
04/05/2021,15:55:54,2420,29340,5380,4010,9780,0,29860,1510,DISCHARGE,ON,12185
04/05/2021,15:55:56,1860,26680,10070,2200,4490,0,26890,9430,DISCHARGE,ON,12178
04/05/2021,15:55:58,2940,28530,3110,600,5530,0,28220,1430,DISCHARGE,ON,12180
04/05/2021,15:56:00,3700,21080,7900,2640,11490,0,29330,-5500,DISCHARGE,ON,12201
04/05/2021,15:56:02,50,20630,9490,3120,6210,0,29100,-2020,DISCHARGE,ON,12255
04/05/2021,15:56:04,2050,19780,2880,2850,5380,0,30480,-8300,DISCHARGE,ON,12228
04/05/2021,15:56:06,4740,18600,5700,2550,11010,0,31370,-10790,DISCHARGE,ON,12182
04/05/2021,15:56:08,1270,24860,4080,2370,2470,0,25130,4980,DISCHARGE,ON,12203
04/05/2021,15:56:10,5410,4650,8560,3170,2710,0,30300,-11220,DISCHARGE,ON,12066
04/05/2021,15:56:12,6730,18700,9610,120,450,0,32620,2090,DISCHARGE,ON,12110
04/05/2021,15:56:14,460,18450,13060,2270,2980,0,31360,-100,DISCHARGE,ON,12136
04/05/2021,15:56:16,2090,17470,6630,2600,1770,0,29740,-2720,DISCHARGE,ON,12102
04/05/2021,15:56:18,3900,17700,4790,2060,2050,0,26930,-530,DISCHARGE,ON,12236
04/05/2021,15:56:20,1660,31160,8140,1600,1750,0,28430,12380,DISCHARGE,ON,12207
04/05/2021,15:56:22,2300,3150,6340,3610,7310,0,20210,-12120,DISCHARGE,ON,12136
04/05/2021,15:56:25,2700,-22156,1550,2730,170,0,31250,-46596,DISCHARGE,ON,12171
04/05/2021,15:56:27,5840,-22336,4980,740,330,0,28430,-39536,DISCHARGE,ON,12228
04/05/2021,15:56:29,4940,-21376,6770,1240,1860,0,26730,-37016,DISCHARGE,ON,12256
04/05/2021,15:56:31,3670,18930,4740,60,2800,0,24490,110,DISCHARGE,ON,12243
04/05/2021,15:56:33,4650,20020,9090,1740,80,0,23620,11800,DISCHARGE,ON,12245
04/05/2021,15:56:35,140,26200,900,2150,1600,0,24000,3790,DISCHARGE,ON,12263
04/05/2021,15:56:37,4430,-26236,2530,360,170,0,29360,-48446,DISCHARGE,ON,12168
04/05/2021,15:56:39,4710,21970,4760,1410,2090,0,28060,2700,DISCHARGE,ON,12238
04/05/2021,15:56:41,3570,23640,8190,170,870,0,28650,6050,DISCHARGE,ON,12145
04/05/2021,15:56:43,2520,27690,6250,490,2530,0,28290,6130,DISCHARGE,ON,12197
04/05/2021,15:56:45,4920,26150,5820,80,2070,0,25810,9090,DISCHARGE,ON,12277
04/05/2021,15:56:47,4810,28050,9720,2050,30,0,24730,19870,DISCHARGE,ON,12241
04/05/2021,15:56:49,830,19790,3600,2160,1270,0,28480,-3370,DISCHARGE,ON,12312
04/05/2021,15:56:51,5590,13150,5820,100,4290,0,-31266,51636,DISCHARGE,ON,12101
04/05/2021,15:56:53,3750,9820,5490,2340,7550,0,-31126,44976,DISCHARGE,ON,12115
04/05/2021,15:56:55,2910,6890,6440,3580,4580,0,-32496,47736,DISCHARGE,ON,12127
04/05/2021,15:56:57,3140,4150,10640,2010,3240,0,32000,-15300,DISCHARGE,ON,12141
04/05/2021,15:56:59,3460,27700,2020,1910,2150,0,26180,6760,DISCHARGE,ON,12173
04/05/2021,15:57:02,4420,3560,8470,4470,6450,0,26020,-11550,DISCHARGE,ON,12067
04/05/2021,15:57:04,4930,3160,3560,2960,1770,0,32630,-19790,DISCHARGE,ON,12138
04/05/2021,15:57:06,2970,-20796,7830,3600,10520,0,31940,-48856,DISCHARGE,ON,12108
04/05/2021,15:57:08,2430,-20826,7550,3390,8990,0,29110,-45556,DISCHARGE,ON,12170
04/05/2021,15:57:10,5950,-20596,2600,100,10390,0,29310,-51646,DISCHARGE,ON,12176
04/05/2021,15:57:12,5960,19990,3430,2520,5170,0,27930,-1200,DISCHARGE,ON,12176
04/05/2021,15:57:14,2040,27920,260,2570,11730,0,27790,-6730,DISCHARGE,ON,12210
04/05/2021,15:57:16,700,26590,240,1950,600,0,27920,960,DISCHARGE,ON,12273
04/05/2021,15:57:18,3560,6130,1450,2550,4600,0,21250,-12160,DISCHARGE,ON,12122
04/05/2021,15:57:20,3690,6250,1890,4220,1720,0,16450,-2120,DISCHARGE,ON,12210
04/05/2021,15:57:22,3340,6170,5320,1790,6220,0,15860,-5460,DISCHARGE,ON,12196
04/05/2021,15:57:24,3490,25290,7090,4720,5250,0,26650,8690,DISCHARGE,ON,12203
04/05/2021,15:57:26,2090,19730,6370,2410,1190,0,26390,3020,DISCHARGE,ON,12235
04/05/2021,15:57:28,4610,29040,12670,90,770,0,31210,14430,DISCHARGE,ON,12143
04/05/2021,15:57:30,5570,20250,6320,2560,1550,0,32450,700,DISCHARGE,ON,12076
04/05/2021,15:57:32,1590,19650,9520,2740,490,0,32280,730,DISCHARGE,ON,12190
04/05/2021,15:57:34,3100,19830,2620,2730,2730,0,29170,-3620,DISCHARGE,ON,12221
04/05/2021,15:57:36,5350,19200,1520,2890,10330,0,28140,-9510,DISCHARGE,ON,12192
04/05/2021,15:57:38,80,24350,2640,1240,990,0,25980,1340,DISCHARGE,ON,12258
04/05/2021,15:57:41,5390,-27426,3610,2110,470,0,26380,-43166,DISCHARGE,ON,12233
04/05/2021,15:57:43,260,19280,8050,2750,220,0,21080,9040,DISCHARGE,ON,12338
04/05/2021,15:57:45,1510,19470,7920,1640,1160,0,23280,6100,DISCHARGE,ON,12383
04/05/2021,15:57:47,3020,17360,7160,2180,310,0,25520,3890,DISCHARGE,ON,12410
04/05/2021,15:57:49,1570,31160,5250,1500,180,0,29890,9410,DISCHARGE,ON,12278
04/05/2021,15:57:51,220,30210,3280,2920,2780,0,31400,2450,DISCHARGE,ON,12223
04/05/2021,15:57:53,3510,4120,8600,4750,7160,0,25200,-11380,DISCHARGE,ON,12035
04/05/2021,15:57:55,2970,3530,3210,2300,780,0,31670,-20440,DISCHARGE,ON,12167
04/05/2021,15:57:57,2650,28790,8900,3370,8680,0,28260,6770,DISCHARGE,ON,12236
04/05/2021,15:57:59,1130,28370,3000,2920,9360,0,28160,-2100,DISCHARGE,ON,12291
04/05/2021,15:58:01,1000,26200,5340,3810,5960,0,22460,7930,DISCHARGE,ON,12398
04/05/2021,15:58:03,190,25110,3640,2100,2340,0,22020,6680,DISCHARGE,ON,12382
04/05/2021,15:58:05,3350,23080,90,2230,2090,0,27570,-910,DISCHARGE,ON,12266
04/05/2021,15:58:07,3900,5720,1180,1460,3780,0,30460,-21980,DISCHARGE,ON,12210
04/05/2021,15:58:09,3320,7730,8170,3520,3920,0,25550,-6730,DISCHARGE,ON,12101
04/05/2021,15:58:11,1720,27780,3790,140,5410,0,29840,-1820,DISCHARGE,ON,12176
04/05/2021,15:58:13,3250,10980,6370,2930,1460,0,26610,-4540,DISCHARGE,ON,12247
04/05/2021,15:58:15,5610,20850,4360,2120,990,0,21630,10320,DISCHARGE,ON,12257
04/05/2021,15:58:18,380,20170,8550,2660,1400,0,28390,1970,DISCHARGE,ON,12216
04/05/2021,15:58:20,3560,20430,10980,2430,1500,0,30700,5200,DISCHARGE,ON,12143
04/05/2021,15:58:22,1240,20150,4030,2120,2690,0,21790,3060,DISCHARGE,ON,12260
04/05/2021,15:58:24,80,22850,1250,1600,990,0,29380,-4590,DISCHARGE,ON,12256
04/05/2021,15:58:26,2890,26590,5320,2750,580,0,23830,13140,DISCHARGE,ON,12151
04/05/2021,15:58:28,2940,4700,8140,3230,5340,0,22940,-9270,DISCHARGE,ON,12202
04/05/2021,15:58:30,5380,-25686,11020,3620,1790,0,23420,-30876,DISCHARGE,ON,12225
04/05/2021,15:58:32,5020,-23536,4120,470,150,0,-32356,18280,DISCHARGE,ON,12087
04/05/2021,15:58:34,3670,18610,8640,1470,4160,0,28690,-460,DISCHARGE,ON,12133
04/05/2021,15:58:36,2980,19010,8120,2790,11230,0,26960,-5290,DISCHARGE,ON,12187
04/05/2021,15:58:38,4310,20340,3510,2360,6850,0,27180,-3510,DISCHARGE,ON,12172
04/05/2021,15:58:40,2660,20510,7800,2650,2010,0,21340,10270,DISCHARGE,ON,12375
04/05/2021,15:58:42,2500,26470,3010,2470,4300,0,31720,-1570,DISCHARGE,ON,12207
04/05/2021,15:58:44,1800,-24846,5410,1010,8270,0,32050,-56946,DISCHARGE,ON,12167
04/05/2021,15:58:46,240,26130,330,2470,2150,0,28520,-1500,DISCHARGE,ON,12256
04/05/2021,15:58:48,4330,4770,3100,1270,1600,0,15420,-3550,DISCHARGE,ON,12285
04/05/2021,15:58:50,5820,23190,6750,780,700,0,30310,5530,DISCHARGE,ON,12150
04/05/2021,15:58:52,2020,23630,4060,2210,1050,0,31180,-310,DISCHARGE,ON,12236
04/05/2021,15:58:55,1240,7760,4940,1570,3430,0,23900,-11820,DISCHARGE,ON,12140
