Date,Time,Home0 (mW),Home1 (mW),Home2 (mW),Home3 (mW),Grid (mW),Charge (mW),Discharge (mW),BATTERY,GRID,Voltage (mV),Battery (Ah)
04/05/2021,16:11:53,2270,-22506,7170,2270,12940,0,25230,-48966,DISCHARGE,ON,12197
04/05/2021,16:11:55,4890,-21696,7860,330,5200,0,32680,-46496,DISCHARGE,ON,12126
04/05/2021,16:11:57,4340,-20206,9060,1090,3110,0,25750,-34576,DISCHARGE,ON,12318
04/05/2021,16:11:59,2880,19660,4360,1380,6320,0,26920,-4960,DISCHARGE,ON,12152
04/05/2021,16:12:01,3070,20750,8990,2500,2180,0,21160,11970,DISCHARGE,ON,12283
04/05/2021,16:12:03,700,26740,30,3050,1560,0,28290,670,DISCHARGE,ON,12236
04/05/2021,16:12:06,2040,4950,8370,4440,8830,0,-32686,43656,DISCHARGE,ON,12060
04/05/2021,16:12:08,3670,-28746,8550,3210,12030,0,29150,-54496,DISCHARGE,ON,12182
04/05/2021,16:12:10,2050,29810,5030,4040,11150,0,29650,130,DISCHARGE,ON,12113
04/05/2021,16:12:12,1600,27550,8130,1860,1690,0,24830,12620,DISCHARGE,ON,12278
04/05/2021,16:12:14,4360,31070,8080,680,7360,0,28490,8340,DISCHARGE,ON,12160
04/05/2021,16:12:16,1860,13980,8060,4150,2880,0,24760,410,DISCHARGE,ON,12062
04/05/2021,16:12:18,1060,20860,7260,3470,9340,0,23870,-560,DISCHARGE,ON,12235
04/05/2021,16:12:20,3070,19420,9020,2890,4620,0,26790,2990,DISCHARGE,ON,12130
04/05/2021,16:12:22,2210,3750,6430,2000,2910,0,14570,-3090,DISCHARGE,ON,12203
04/05/2021,16:12:24,1000,3010,5750,3740,15140,0,29770,-31410,DISCHARGE,ON,12161
04/05/2021,16:12:26,90,30630,3290,2360,1510,0,31460,3400,DISCHARGE,ON,12206
04/05/2021,16:12:28,320,-32346,5620,3140,6200,0,21810,-51276,DISCHARGE,ON,12423
04/05/2021,16:12:30,1410,3080,240,4080,1100,0,22540,-14830,DISCHARGE,ON,12167
04/05/2021,16:12:32,1730,29130,1720,2000,3020,0,27140,4420,DISCHARGE,ON,12228
04/05/2021,16:12:34,3020,4880,5940,4710,5310,0,19070,-5830,DISCHARGE,ON,12148
04/05/2021,16:12:36,2040,3580,8670,3650,13350,0,26190,-21600,DISCHARGE,ON,12181
04/05/2021,16:12:38,2500,-26276,5270,3030,5390,0,17010,-37876,DISCHARGE,ON,12188
04/05/2021,16:12:40,2210,26910,490,2930,8630,0,22410,1500,DISCHARGE,ON,12281
04/05/2021,16:12:43,1340,23400,1040,1770,2690,0,27940,-3080,DISCHARGE,ON,12203
04/05/2021,16:12:45,1700,28340,7330,1910,2410,0,30110,6760,DISCHARGE,ON,12195
04/05/2021,16:12:47,1110,22720,4240,3700,7140,0,29530,-4900,DISCHARGE,ON,12192
04/05/2021,16:12:49,2980,12290,1970,3600,8770,0,22040,-9970,DISCHARGE,ON,12133
04/05/2021,16:12:51,2680,17250,6110,910,2440,0,13040,11470,DISCHARGE,ON,12235
04/05/2021,16:12:53,1980,10280,6120,5570,15490,0,29950,-21490,DISCHARGE,ON,12171
04/05/2021,16:12:55,1770,6270,2380,3470,7970,0,31040,-25120,DISCHARGE,ON,12171
04/05/2021,16:12:57,1590,-27546,4940,1370,1230,0,23900,-44776,DISCHARGE,ON,12243
04/05/2021,16:12:59,3190,-23466,3610,2680,3890,0,26960,-44836,DISCHARGE,ON,12167
04/05/2021,16:13:01,1740,18070,13120,2710,1610,0,30450,3580,DISCHARGE,ON,12102
04/05/2021,16:13:03,3660,32530,4980,2890,3480,0,23260,17320,DISCHARGE,ON,12372
04/05/2021,16:13:05,150,29950,8010,3490,10910,0,27020,3670,DISCHARGE,ON,12215
04/05/2021,16:13:07,2700,3780,6000,3480,3650,0,20300,-7990,DISCHARGE,ON,12355
04/05/2021,16:13:09,2560,27650,3230,2010,470,0,27890,7090,DISCHARGE,ON,12267
04/05/2021,16:13:11,1970,4030,5880,2060,50,0,23230,-9340,DISCHARGE,ON,12126
04/05/2021,16:13:13,2870,-31126,7600,3600,5850,0,27100,-50006,DISCHARGE,ON,12180
04/05/2021,16:13:15,1830,31310,5150,140,6300,0,29100,3030,DISCHARGE,ON,12180
04/05/2021,16:13:17,2880,27890,1500,1910,5000,0,28050,1130,DISCHARGE,ON,12160
04/05/2021,16:13:19,3510,27600,5500,2250,2530,0,26750,9580,DISCHARGE,ON,12256
04/05/2021,16:13:22,2600,20740,6410,2380,11760,0,26570,-6200,DISCHARGE,ON,12263
04/05/2021,16:13:24,3030,11420,3810,2790,5130,0,24140,-8220,DISCHARGE,ON,12122
04/05/2021,16:13:26,1450,21400,140,2230,550,0,28330,-3660,DISCHARGE,ON,12100
04/05/2021,16:13:28,3050,25640,880,680,4020,0,14680,11550,DISCHARGE,ON,12366
04/05/2021,16:13:30,1920,2850,6690,3930,10420,0,20290,-15320,DISCHARGE,ON,12120
04/05/2021,16:13:32,2870,3060,10660,1830,950,0,24560,-7090,DISCHARGE,ON,12080
04/05/2021,16:13:34,2510,3710,3440,4310,4520,0,15490,-6040,DISCHARGE,ON,12211
04/05/2021,16:13:36,2090,3560,2340,1880,10830,0,21990,-22950,DISCHARGE,ON,12128
04/05/2021,16:13:38,1950,-21516,11090,0,150,0,29850,-38476,DISCHARGE,ON,12092
04/05/2021,16:13:40,3930,21480,10800,1220,2380,0,23780,11270,DISCHARGE,ON,12293
04/05/2021,16:13:42,2590,23210,8230,2620,9400,0,26480,770,DISCHARGE,ON,12178
04/05/2021,16:13:44,3200,23180,11340,2290,1320,0,29750,8940,DISCHARGE,ON,12186
04/05/2021,16:13:46,170,23600,10960,3100,1780,0,19710,16340,DISCHARGE,ON,12376
04/05/2021,16:13:48,50,21490,7070,1980,10430,0,27330,-7170,DISCHARGE,ON,12252
04/05/2021,16:13:50,2620,15220,4810,1310,4080,0,24360,-4480,DISCHARGE,ON,12051
04/05/2021,16:13:52,3100,10780,6260,4950,650,0,25790,-1350,DISCHARGE,ON,12226
04/05/2021,16:13:54,840,-28846,5150,2970,14540,0,29720,-64146,DISCHARGE,ON,12183
04/05/2021,16:13:56,5090,-26216,2940,740,820,0,29770,-48036,DISCHARGE,ON,12088
04/05/2021,16:13:59,4360,19370,4400,580,1630,0,24100,2980,DISCHARGE,ON,12280
04/05/2021,16:14:01,1890,-21786,3530,80,5400,0,27150,-48836,DISCHARGE,ON,12177
04/05/2021,16:14:03,3830,18790,11760,2000,970,0,30000,5410,DISCHARGE,ON,12091
04/05/2021,16:14:05,1600,-22126,7120,1000,680,0,26180,-39266,DISCHARGE,ON,12240
04/05/2021,16:14:07,3280,-20406,7330,2930,2650,0,28540,-38056,DISCHARGE,ON,12180
04/05/2021,16:14:09,5310,21040,3200,330,8810,0,27160,-6090,DISCHARGE,ON,12185
04/05/2021,16:14:11,2650,21260,8880,1330,100,0,21250,12770,DISCHARGE,ON,12245
04/05/2021,16:14:13,3380,24180,9410,760,2680,0,25080,9970,DISCHARGE,ON,12180
04/05/2021,16:14:15,5500,26290,4540,2780,9180,0,29150,780,DISCHARGE,ON,12161
04/05/2021,16:14:17,90,22850,8360,1930,80,0,21720,11430,DISCHARGE,ON,12258
04/05/2021,16:14:19,1870,11740,1090,2280,1460,0,23180,-7660,DISCHARGE,ON,12148
04/05/2021,16:14:21,3520,15400,2550,2380,3810,0,24780,-4740,DISCHARGE,ON,12173
04/05/2021,16:14:23,2780,12790,2600,3530,7280,0,18430,-4010,DISCHARGE,ON,12191
04/05/2021,16:14:25,3060,21290,12280,2750,5860,0,25730,7790,DISCHARGE,ON,12175
04/05/2021,16:14:27,730,19210,8580,2640,8910,0,27670,-5420,DISCHARGE,ON,12217
04/05/2021,16:14:29,1180,17180,8740,1640,1780,0,20310,6650,DISCHARGE,ON,12268
04/05/2021,16:14:31,2280,31210,1150,4340,1060,0,26110,11810,DISCHARGE,ON,12253
04/05/2021,16:14:33,270,32380,1190,1890,6690,0,28930,110,DISCHARGE,ON,12127
04/05/2021,16:14:36,10,19600,7860,2420,3120,0,23230,3540,DISCHARGE,ON,12288
04/05/2021,16:14:38,510,30450,12800,1980,7310,0,27250,11180,DISCHARGE,ON,12267
04/05/2021,16:14:40,2570,28660,5810,2800,670,0,30700,8470,DISCHARGE,ON,12168
04/05/2021,16:14:42,1650,27140,4790,1520,3570,0,17380,14150,DISCHARGE,ON,12353
04/05/2021,16:14:44,3810,23370,4240,2230,8440,0,27940,-2730,DISCHARGE,ON,12190
04/05/2021,16:14:46,5130,24810,9600,3000,5760,0,27530,9250,DISCHARGE,ON,12137
04/05/2021,16:14:48,600,22360,8590,2070,1400,0,23910,8310,DISCHARGE,ON,12316
04/05/2021,16:14:50,2330,21620,3810,3320,9930,0,26640,-5490,DISCHARGE,ON,12283
04/05/2021,16:14:52,770,14320,1130,2290,610,0,28440,-10540,DISCHARGE,ON,12226
04/05/2021,16:14:54,2830,17330,4970,960,900,0,15480,9710,DISCHARGE,ON,12273
04/05/2021,16:14:56,2250,9450,6750,5080,14310,0,20490,-11270,DISCHARGE,ON,12152
04/05/2021,16:14:58,1980,5210,8050,3640,7270,0,30220,-18610,DISCHARGE,ON,12186
04/05/2021,16:15:00,2890,-27426,2570,0,790,0,29480,-52236,DISCHARGE,ON,12120
04/05/2021,16:15:02,3760,19460,7000,790,6270,0,26550,-1810,DISCHARGE,ON,12183
04/05/2021,16:15:04,3600,18390,8780,2700,11100,0,27530,-5160,DISCHARGE,ON,12145
04/05/2021,16:15:06,80,17400,13070,1340,130,0,27670,4090,DISCHARGE,ON,12281
04/05/2021,16:15:08,1870,19830,5180,3230,10470,0,25860,-6220,DISCHARGE,ON,12235
04/05/2021,16:15:10,1380,3210,2100,4100,1100,0,22580,-12890,DISCHARGE,ON,12161
04/05/2021,16:15:12,2440,4200,7920,1730,7550,0,22770,-14030,DISCHARGE,ON,12051
04/05/2021,16:15:15,1600,-22986,5130,720,280,0,25610,-41426,DISCHARGE,ON,12247
04/05/2021,16:15:17,120,23730,9340,4130,10000,0,25520,1800,DISCHARGE,ON,12217
04/05/2021,16:15:19,1430,24810,3650,2660,7820,0,28250,-3520,DISCHARGE,ON,12281
04/05/2021,16:15:21,2440,22340,7770,2110,1650,0,29530,3480,DISCHARGE,ON,12256
04/05/2021,16:15:23,2370,9470,4810,2410,2870,0,16000,190,DISCHARGE,ON,12211
04/05/2021,16:15:25,3800,22780,9020,2300,10200,0,26480,1220,DISCHARGE,ON,12201
04/05/2021,16:15:27,1200,16580,6760,3050,8260,0,28280,-8950,DISCHARGE,ON,12195
04/05/2021,16:15:29,2230,12300,7540,3550,1730,0,26390,-2500,DISCHARGE,ON,12097
04/05/2021,16:15:31,3870,-30706,4600,90,2600,0,24050,-48796,DISCHARGE,ON,12285
04/05/2021,16:15:33,3060,25320,3700,4350,12630,0,23360,440,DISCHARGE,ON,12151
04/05/2021,16:15:35,3290,4340,2210,2640,6210,0,24330,-18060,DISCHARGE,ON,12141
04/05/2021,16:15:37,2420,3800,7170,3600,2850,0,24310,-10170,DISCHARGE,ON,12067
04/05/2021,16:15:39,2060,2920,7140,1700,6300,0,15860,-8340,DISCHARGE,ON,12176
04/05/2021,16:15:41,2460,4430,8000,4970,8630,0,17550,-6320,DISCHARGE,ON,12130
04/05/2021,16:15:43,1790,2910,4200,1720,12940,0,29650,-31970,DISCHARGE,ON,12185
04/05/2021,16:15:45,1370,-20496,770,1060,6440,0,26110,-49846,DISCHARGE,ON,12182
04/05/2021,16:15:47,3560,3720,7100,3890,8100,0,23970,-13800,DISCHARGE,ON,12066
04/05/2021,16:15:49,1640,3030,3280,3560,4520,0,28150,-21160,DISCHARGE,ON,12201
04/05/2021,16:15:52,4850,-20366,4650,540,3510,0,23220,-37056,DISCHARGE,ON,12237
04/05/2021,16:15:54,1880,3430,6910,2640,1380,0,22990,-9510,DISCHARGE,ON,12161
04/05/2021,16:15:56,1020,-23556,2970,3890,8680,0,27020,-51376,DISCHARGE,ON,12198
04/05/2021,16:15:58,2100,-26586,8420,820,9520,0,27600,-52366,DISCHARGE,ON,12115
04/05/2021,16:16:00,4110,22320,5040,90,2100,0,27840,1620,DISCHARGE,ON,12202
04/05/2021,16:16:02,4330,24910,10890,1980,2440,0,19330,20340,DISCHARGE,ON,12275
04/05/2021,16:16:04,2240,7050,7180,1480,5130,0,13380,-560,DISCHARGE,ON,12155
04/05/2021,16:16:06,2180,8180,3000,2000,540,0,21490,-6670,DISCHARGE,ON,12165
04/05/2021,16:16:08,880,19290,4120,2820,15420,0,21520,-9830,DISCHARGE,ON,12148
04/05/2021,16:16:10,2270,14910,8120,4350,6020,0,22220,1410,DISCHARGE,ON,12081
04/05/2021,16:16:12,5030,-30886,5820,2160,1510,0,27410,-46796,DISCHARGE,ON,12106
04/05/2021,16:16:14,3050,-31156,2050,0,260,0,29750,-56066,DISCHARGE,ON,12143
04/05/2021,16:16:16,3480,-27906,6340,1460,640,0,22930,-40196,DISCHARGE,ON,12265
04/05/2021,16:16:18,680,19990,5310,3720,2110,0,21480,6110,DISCHARGE,ON,12363
04/05/2021,16:16:20,3690,-22426,4350,990,5790,0,28080,-47266,DISCHARGE,ON,12185
04/05/2021,16:16:22,1640,18730,9550,1250,9750,0,26780,-5360,DISCHARGE,ON,12173
04/05/2021,16:16:24,3150,18280,9520,3110,760,0,28240,5060,DISCHARGE,ON,12110
04/05/2021,16:16:26,1360,31250,2920,2600,1650,0,20950,15530,DISCHARGE,ON,12265
04/05/2021,16:16:29,2430,3620,9730,4680,15270,0,21150,-15960,DISCHARGE,ON,12167
04/05/2021,16:16:31,3080,-21186,5450,2500,10110,0,25490,-45756,DISCHARGE,ON,12196
04/05/2021,16:16:33,2560,28220,1730,1910,3070,0,28710,2640,DISCHARGE,ON,12225
04/05/2021,16:16:35,2510,3940,2690,1870,1480,0,23760,-14230,DISCHARGE,ON,12172
04/05/2021,16:16:37,3000,26890,13480,2420,2250,0,31270,12270,DISCHARGE,ON,12127
04/05/2021,16:16:39,3850,22210,6900,1980,240,0,25600,9100,DISCHARGE,ON,12242
04/05/2021,16:16:41,240,24130,7830,2880,3350,0,21840,9890,DISCHARGE,ON,12360
04/05/2021,16:16:43,30,23580,13250,3340,11780,0,27030,1390,DISCHARGE,ON,12228
04/05/2021,16:16:45,2200,22340,5480,2750,1140,0,23280,8350,DISCHARGE,ON,12256
04/05/2021,16:16:47,2200,11610,5260,1340,2890,0,27670,-10150,DISCHARGE,ON,12067
04/05/2021,16:16:49,2890,16690,6980,3240,3230,0,18700,7870,DISCHARGE,ON,12326
04/05/2021,16:16:51,2180,12300,5290,4310,13680,0,24220,-13820,DISCHARGE,ON,12248
04/05/2021,16:16:53,2120,-28366,1860,1110,11520,0,28900,-63696,DISCHARGE,ON,12192
04/05/2021,16:16:55,2470,-27376,2890,1080,15900,0,30390,-67226,DISCHARGE,ON,12172
04/05/2021,16:16:57,2210,-24256,3640,220,9240,0,31910,-59336,DISCHARGE,ON,12145
04/05/2021,16:16:59,2870,-24706,2920,1240,2710,0,27690,-48076,DISCHARGE,ON,12147
04/05/2021,16:17:01,3930,19290,8050,2840,4800,0,23350,5960,DISCHARGE,ON,12193
04/05/2021,16:17:03,670,19060,8100,2160,3980,0,27320,-1310,DISCHARGE,ON,12215
04/05/2021,16:17:05,2110,20240,4720,3460,7640,0,28020,-5130,DISCHARGE,ON,12146
04/05/2021,16:17:08,1820,26970,350,2140,2500,0,27000,1780,DISCHARGE,ON,12243
04/05/2021,16:17:10,410,27250,1160,910,2870,0,19290,7570,DISCHARGE,ON,12311
04/05/2021,16:17:12,540,24540,3320,2150,2230,0,25700,2620,DISCHARGE,ON,12285
04/05/2021,16:17:14,2300,5400,1140,1750,5630,0,21980,-17020,DISCHARGE,ON,12133
04/05/2021,16:17:16,3170,6520,3250,3120,1270,0,23180,-8390,DISCHARGE,ON,12115
04/05/2021,16:17:18,1910,28420,5960,4160,1000,0,32490,6960,DISCHARGE,ON,12106
04/05/2021,16:17:20,3350,28750,10430,500,3160,0,24700,15170,DISCHARGE,ON,12292
04/05/2021,16:17:22,190,19230,7540,1100,1020,0,22440,4600,DISCHARGE,ON,12258
04/05/2021,16:17:24,2610,19580,7590,1150,3190,0,17420,10320,DISCHARGE,ON,12336
04/05/2021,16:17:26,2910,7410,2840,2020,7260,0,27690,-19770,DISCHARGE,ON,12146
04/05/2021,16:17:28,2020,4070,6630,3980,30,0,24140,-7470,DISCHARGE,ON,12166
04/05/2021,16:17:30,3120,17590,7500,2330,1270,0,27960,1310,DISCHARGE,ON,12243
04/05/2021,16:17:32,3330,17410,12930,270,2910,0,26500,4530,DISCHARGE,ON,12195
04/05/2021,16:17:34,1020,17220,6250,1890,290,0,21130,4960,DISCHARGE,ON,12247
04/05/2021,16:17:36,2790,30700,610,2040,3260,0,25380,7500,DISCHARGE,ON,12356
04/05/2021,16:17:38,3430,18130,11880,2100,860,0,20630,14050,DISCHARGE,ON,12326
04/05/2021,16:17:40,4040,20420,5290,920,230,0,20520,9920,DISCHARGE,ON,12245
04/05/2021,16:17:42,490,27550,7770,1480,4130,0,25430,7730,DISCHARGE,ON,12292
04/05/2021,16:17:45,2620,27670,5440,2470,10300,0,24790,3110,DISCHARGE,ON,12238
04/05/2021,16:17:47,2090,5070,6410,1830,1400,0,16610,-2610,DISCHARGE,ON,12281
04/05/2021,16:17:49,2710,5980,6540,3440,3050,0,21270,-5650,DISCHARGE,ON,12176
04/05/2021,16:17:51,2710,8860,7710,1600,1420,0,17960,1500,DISCHARGE,ON,12198
04/05/2021,16:17:53,2910,12560,580,3020,1310,0,24000,-6240,DISCHARGE,ON,12242
04/05/2021,16:17:55,2320,15800,1270,1220,2700,0,25930,-8020,DISCHARGE,ON,12255
04/05/2021,16:17:57,2440,13710,7560,5940,30,0,19800,9820,DISCHARGE,ON,12147
04/05/2021,16:17:59,1020,8650,5850,3250,15960,0,29020,-26210,DISCHARGE,ON,12172
04/05/2021,16:18:01,1590,-27566,4770,50,9280,0,29700,-60136,DISCHARGE,ON,12192
04/05/2021,16:18:03,3790,-25876,6630,2290,7010,0,26430,-46606,DISCHARGE,ON,12166
04/05/2021,16:18:05,2520,-22716,10050,350,2940,0,25720,-38456,DISCHARGE,ON,12162
04/05/2021,16:18:07,1690,-21386,5000,1330,6990,0,27820,-48176,DISCHARGE,ON,12153
04/05/2021,16:18:09,4680,18850,9780,900,1100,0,30480,2630,DISCHARGE,ON,12078
04/05/2021,16:18:11,1400,-20466,3660,4750,13490,0,29270,-53416,DISCHARGE,ON,12143
04/05/2021,16:18:13,2620,-20116,8170,2650,5670,0,29250,-41596,DISCHARGE,ON,12121
04/05/2021,16:18:15,2840,19490,8930,0,1160,0,31900,-1800,DISCHARGE,ON,12080
04/05/2021,16:18:17,3530,20650,13080,2120,140,0,28890,10350,DISCHARGE,ON,12121
04/05/2021,16:18:19,2440,4650,9240,4210,2480,0,23100,-5040,DISCHARGE,ON,12046
04/05/2021,16:18:22,2830,4130,2850,2680,3760,0,17080,-8350,DISCHARGE,ON,12165
04/05/2021,16:18:24,1930,32350,1650,2600,2010,0,26240,10280,DISCHARGE,ON,12258
04/05/2021,16:18:26,3580,26250,4830,1600,4420,0,25170,6670,DISCHARGE,ON,12278
04/05/2021,16:18:28,3550,29880,6910,270,640,0,19010,20960,DISCHARGE,ON,12276
04/05/2021,16:18:30,3200,21490,3150,2710,6460,0,23680,410,DISCHARGE,ON,12206
04/05/2021,16:18:32,3390,-30996,8990,2210,5450,0,26620,-48476,DISCHARGE,ON,12176
04/05/2021,16:18:34,780,19000,2190,3340,14040,0,26380,-15110,DISCHARGE,ON,12213
04/05/2021,16:18:36,1250,27120,1680,2280,2090,0,22440,7800,DISCHARGE,ON,12278
04/05/2021,16:18:38,1430,-24476,3570,80,10780,0,27190,-57366,DISCHARGE,ON,12183
04/05/2021,16:18:40,3110,-22006,4970,2510,5060,0,28290,-44766,DISCHARGE,ON,12185
04/05/2021,16:18:42,2200,32440,2960,1660,2570,0,25570,11120,DISCHARGE,ON,12271
04/05/2021,16:18:44,3380,-20316,8270,1470,8440,0,28570,-44206,DISCHARGE,ON,12175
04/05/2021,16:18:46,1970,19750,12830,3610,5220,0,25400,7540,DISCHARGE,ON,12235
04/05/2021,16:18:48,3370,20400,6460,2600,12260,0,27650,-7080,DISCHARGE,ON,12212
04/05/2021,16:18:50,2300,3650,50,1910,440,0,21310,-13840,DISCHARGE,ON,12155
04/05/2021,16:18:52,1250,3670,5440,3720,2190,0,29710,-17820,DISCHARGE,ON,12183
04/05/2021,16:18:54,2040,5580,8360,2660,2760,0,23040,-7160,DISCHARGE,ON,12152
04/05/2021,16:18:56,2640,25400,3200,3940,10840,0,28300,-3960,DISCHARGE,ON,12110
04/05/2021,16:18:58,2150,19920,7590,2230,11670,0,27990,-7770,DISCHARGE,ON,12157
04/05/2021,16:19:01,2800,13610,3940,1600,580,0,23950,-2580,DISCHARGE,ON,12158
04/05/2021,16:19:03,3140,17790,3550,4300,1290,0,24330,3160,DISCHARGE,ON,12163
04/05/2021,16:19:05,1890,9340,7400,2790,10130,0,22960,-11670,DISCHARGE,ON,12178
04/05/2021,16:19:07,3900,7100,2730,320,12130,0,28600,-26680,DISCHARGE,ON,12167
04/05/2021,16:19:09,1700,-26926,4540,3550,16900,0,29620,-63656,DISCHARGE,ON,12182
04/05/2021,16:19:11,2010,-24206,5220,700,7500,0,32180,-55956,DISCHARGE,ON,12151
04/05/2021,16:19:13,420,17640,6230,1720,5850,0,28510,-8350,DISCHARGE,ON,12231
04/05/2021,16:19:15,420,-32756,4430,2970,7040,0,28050,-60026,DISCHARGE,ON,12193
04/05/2021,16:19:17,1960,32170,100,3150,2340,0,22400,12640,DISCHARGE,ON,12231
04/05/2021,16:19:19,1280,31140,550,1920,260,0,23550,11080,DISCHARGE,ON,12222
04/05/2021,16:19:21,1680,-20196,1860,760,14800,0,27420,-58116,DISCHARGE,ON,12170
04/05/2021,16:19:23,2140,3240,6550,1830,1550,0,27110,-14900,DISCHARGE,ON,12173
04/05/2021,16:19:25,1220,-22236,2590,240,13470,0,25550,-57206,DISCHARGE,ON,12201
04/05/2021,16:19:27,1730,-25506,6390,3100,6320,0,23410,-44016,DISCHARGE,ON,12178
04/05/2021,16:19:29,2320,-31176,5310,60,15320,0,27990,-66796,DISCHARGE,ON,12173
04/05/2021,16:19:31,960,28510,1950,2570,7880,0,29060,-2950,DISCHARGE,ON,12197
04/05/2021,16:19:33,3600,28020,5210,270,7310,0,25810,3980,DISCHARGE,ON,12177
04/05/2021,16:19:35,190,21880,8520,3150,9000,0,27350,-2610,DISCHARGE,ON,12235
04/05/2021,16:19:38,2050,21880,9690,3940,10460,0,25280,1820,DISCHARGE,ON,12220
04/05/2021,16:19:40,3250,11970,6720,1340,5560,0,22950,-5230,DISCHARGE,ON,12280
04/05/2021,16:19:42,1890,-29566,8000,60,1400,0,21390,-42406,DISCHARGE,ON,12245
04/05/2021,16:19:44,510,25860,3530,1660,790,0,21810,8960,DISCHARGE,ON,12235
04/05/2021,16:19:46,4190,-25586,11050,1870,1010,0,31690,-41176,DISCHARGE,ON,12116
04/05/2021,16:19:48,4680,-23996,9570,30,560,0,31980,-42256,DISCHARGE,ON,12128
04/05/2021,16:19:50,3720,-22516,4560,2270,2710,0,32560,-47236,DISCHARGE,ON,12087
04/05/2021,16:19:52,1910,-21926,5530,30,310,0,31270,-46036,DISCHARGE,ON,12145
04/05/2021,16:19:54,3660,19810,11900,2680,820,0,28850,8380,DISCHARGE,ON,12081
04/05/2021,16:19:56,4150,20170,6960,450,30,0,30160,1540,DISCHARGE,ON,12067
04/05/2021,16:19:58,2280,21480,10250,3190,3710,0,29700,3790,DISCHARGE,ON,12136
04/05/2021,16:20:00,4020,26290,13620,2420,5490,0,27640,13220,DISCHARGE,ON,12146
04/05/2021,16:20:02,1160,-28826,6630,4260,12690,0,29310,-58776,DISCHARGE,ON,12167
04/05/2021,16:20:04,2760,24970,3480,2100,4420,0,25830,3060,DISCHARGE,ON,12173
04/05/2021,16:20:06,3170,27250,1840,60,7710,0,27010,-2400,DISCHARGE,ON,12190
04/05/2021,16:20:08,2800,29060,5520,3300,12050,0,28050,580,DISCHARGE,ON,12192
04/05/2021,16:20:10,1560,-32756,8010,230,2980,0,28210,-54146,DISCHARGE,ON,12173
04/05/2021,16:20:12,2520,10550,6770,3850,9020,0,15670,-1000,DISCHARGE,ON,12200
04/05/2021,16:20:15,1770,7180,5410,4250,1830,0,24900,-8120,DISCHARGE,ON,12276
04/05/2021,16:20:17,80,18420,9040,1700,1630,0,23120,4490,DISCHARGE,ON,12355
04/05/2021,16:20:19,1150,17340,3480,2280,220,0,26540,-2510,DISCHARGE,ON,12341
04/05/2021,16:20:21,2330,29650,1660,1830,1830,0,28480,5160,DISCHARGE,ON,12308
04/05/2021,16:20:23,1080,32380,3850,2980,3260,0,25410,11620,DISCHARGE,ON,12205
04/05/2021,16:20:25,3190,3570,5630,3750,2370,0,24900,-11130,DISCHARGE,ON,12130
04/05/2021,16:20:27,1680,3280,2460,2980,14070,0,27510,-31180,DISCHARGE,ON,12136
04/05/2021,16:20:29,2660,3030,3320,2930,7300,0,25180,-20540,DISCHARGE,ON,12125
04/05/2021,16:20:31,1310,-24996,4440,3020,14340,0,22390,-52956,DISCHARGE,ON,12176
04/05/2021,16:20:33,910,-30096,3470,3880,16190,0,21540,-59566,DISCHARGE,ON,12161
04/05/2021,16:20:35,1870,29530,4800,1250,10070,0,29630,-2250,DISCHARGE,ON,12185
04/05/2021,16:20:37,2750,23910,9590,4580,13210,0,26820,800,DISCHARGE,ON,12186
04/05/2021,16:20:39,2930,29720,7850,1690,2760,0,21010,18420,DISCHARGE,ON,12302
04/05/2021,16:20:41,3850,19350,2210,2480,780,0,24610,2500,DISCHARGE,ON,12228
04/05/2021,16:20:43,3490,19490,3430,2300,3110,0,25240,360,DISCHARGE,ON,12058
04/05/2021,16:20:45,3340,23890,3530,3290,3480,0,25040,5530,DISCHARGE,ON,12136
04/05/2021,16:20:47,2070,27620,400,1740,2300,0,24610,4920,DISCHARGE,ON,12230
04/05/2021,16:20:49,2700,2980,3550,2480,5610,0,24700,-18600,DISCHARGE,ON,12188
04/05/2021,16:20:52,1130,-32026,2910,1920,6530,0,22930,-55526,DISCHARGE,ON,12141
04/05/2021,16:20:54,2690,-32436,3400,3030,1370,0,23420,-48106,DISCHARGE,ON,12226
04/05/2021,16:20:56,2740,3720,4860,1010,5240,0,13810,-6720,DISCHARGE,ON,12188
04/05/2021,16:20:58,2460,28800,6310,1600,3380,0,21860,13930,DISCHARGE,ON,12220
04/05/2021,16:21:00,2320,3700,3460,3240,2550,0,21210,-11040,DISCHARGE,ON,12090
04/05/2021,16:21:02,2060,-24986,2190,990,7240,0,31270,-58256,DISCHARGE,ON,12151
04/05/2021,16:21:04,4510,23780,5090,1250,12990,0,26910,-5270,DISCHARGE,ON,12156
04/05/2021,16:21:06,150,25410,8640,3230,5960,0,27060,4410,DISCHARGE,ON,12228
04/05/2021,16:21:08,2640,24150,9780,2680,9190,0,25000,5060,DISCHARGE,ON,12278
04/05/2021,16:21:10,1410,13120,6620,1890,5270,0,17640,130,DISCHARGE,ON,12400
04/05/2021,16:21:12,420,16690,3800,2090,950,0,20060,1990,DISCHARGE,ON,12270
04/05/2021,16:21:14,3260,21590,8030,1980,1690,0,29490,3680,DISCHARGE,ON,12217
04/05/2021,16:21:16,2380,6890,6710,3210,7090,0,22160,-10060,DISCHARGE,ON,12106
04/05/2021,16:21:18,2830,4150,4440,3720,15140,0,29490,-29490,DISCHARGE,ON,12183
